Entity,Code,Date,daily_new_confirmed,annotations,icl_mean,icl_lower,icl_upper
Brazil,BRA,2020-04-28,3702.85714,,195329.75,93657.75,277426.32
Brazil,BRA,2020-04-29,4115.28571,,201246.6,96547.55,284185.2
Brazil,BRA,2020-04-30,4629.28571,,205725.56,99407.38,290269.42
Brazil,BRA,2020-05-01,5126.85714,,210500.44,102100.2,294497.12
Brazil,BRA,2020-05-02,5513.42857,,215263.62,104979.27,299772.22
Brazil,BRA,2020-05-03,5435.71429,,218686.85,107954.23,301584.12
Brazil,BRA,2020-05-04,5608.42857,,223146.92,110329.08,306061.05
Brazil,BRA,2020-05-05,5897.0,,228284.02,113728.02,311653.68
Brazil,BRA,2020-05-06,6118.42857,,234028.08,117113.27,318316.8
Brazil,BRA,2020-05-07,6722.285709999999,,240140.02,120469.05,325373.35
Brazil,BRA,2020-05-08,7103.714290000001,,246473.76,124123.12,332323.82
Brazil,BRA,2020-05-09,7677.0,,253239.34,128659.05,341570.12
Brazil,BRA,2020-05-10,8482.85714,,260868.16,133978.15,351245.62
Brazil,BRA,2020-05-11,8793.14286,,268899.96,139370.25,362139.92
Brazil,BRA,2020-05-12,8650.14286,,275844.67,143667.48,371850.3
Brazil,BRA,2020-05-13,8982.0,,279529.22,147515.22,376319.35
Brazil,BRA,2020-05-14,9108.0,,280964.49,150362.92,376195.45
Brazil,BRA,2020-05-15,9687.42857,,281825.71,153169.78,375477.75
Brazil,BRA,2020-05-16,10413.57143,,282953.72,155114.72,375465.35
Brazil,BRA,2020-05-17,11029.0,,284304.64,157468.97,376202.57
Brazil,BRA,2020-05-18,11197.28571,,286000.2,160103.4,376655.07
Brazil,BRA,2020-05-19,12269.85714,,287294.93,162977.33,376135.42
Brazil,BRA,2020-05-20,13434.14286,,288809.82,164761.55,379026.7
Brazil,BRA,2020-05-21,14657.85714,,290097.81,167089.28,381441.82
Brazil,BRA,2020-05-22,15309.85714,,291349.49,169755.25,381961.12
Brazil,BRA,2020-05-23,16095.28571,,292670.64,172052.4,382905.45
Brazil,BRA,2020-05-24,16322.28571,,294102.55,175019.88,382190.32
Brazil,BRA,2020-05-25,17447.28571,,295373.77,177156.02,382025.5
Brazil,BRA,2020-05-26,17239.71429,,295486.89,179181.67,382469.65
Brazil,BRA,2020-05-27,17084.85714,,294541.21,180989.08,378222.2
Brazil,BRA,2020-05-28,17177.42857,,293447.68,182474.65,371590.2
Brazil,BRA,2020-05-29,18307.28571,,292766.75,185147.62,365986.6
Brazil,BRA,2020-05-30,19182.28571,,292229.04,186506.92,362525.02
Brazil,BRA,2020-05-31,21577.42857,,292471.67,188892.25,363861.05
Brazil,BRA,2020-06-01,21662.57143,,292601.41,191346.25,363979.55
Brazil,BRA,2020-06-02,21649.85714,,292489.34,193545.72,363828.38
Brazil,BRA,2020-06-03,23451.57143,,292279.52,196337.75,365725.28
Brazil,BRA,2020-06-04,24599.28571,,291605.07,196880.15,368649.22
Brazil,BRA,2020-06-05,25242.0,,291112.32,197500.35,370976.82
Brazil,BRA,2020-06-06,25799.42857,,290748.99,198990.38,372527.3
Brazil,BRA,2020-06-07,24913.85714,,290907.87,200771.1,374395.52
Brazil,BRA,2020-06-08,25272.71429,,291420.47,202628.75,373144.72
Brazil,BRA,2020-06-09,25852.14286,,291408.81,202757.08,372210.9
Brazil,BRA,2020-06-10,26302.85714,,290956.38,206439.08,367409.55
Brazil,BRA,2020-06-11,26914.285710000004,,290372.8,207834.7,360521.38
Brazil,BRA,2020-06-12,26842.28571,,289546.8,208180.08,354146.45
Brazil,BRA,2020-06-13,26149.71429,,287339.05,205104.78,346813.57
Brazil,BRA,2020-06-14,25382.42857,,286149.39,203866.7,344050.05
Brazil,BRA,2020-06-15,25123.71429,,285385.97,203121.2,341320.65
Brazil,BRA,2020-06-16,25837.0,,284164.56,201442.62,342056.78
Brazil,BRA,2020-06-17,26240.85714,,282840.65,199928.38,342165.4
Brazil,BRA,2020-06-18,26137.28571,,281550.99,198301.47,343363.67
Brazil,BRA,2020-06-19,25044.85714,,280201.6,196908.97,342407.6
Brazil,BRA,2020-06-20,29157.57143,,278840.11,195835.42,339271.82
Brazil,BRA,2020-06-21,31009.285710000004,,277902.43,193750.62,336542.48
Brazil,BRA,2020-06-22,31059.142860000004,,276929.84,194675.7,333525.3
Brazil,BRA,2020-06-23,31171.285710000004,,275863.97,194556.67,333267.85
Brazil,BRA,2020-06-24,31816.714289999996,,275169.76,196283.33,333509.02
Brazil,BRA,2020-06-25,33322.0,,274436.32,197532.33,332939.38
Brazil,BRA,2020-06-26,35710.285710000004,,273425.77,197938.62,334289.32
Brazil,BRA,2020-06-27,34580.14286,,272495.88,198749.38,333445.0
Brazil,BRA,2020-06-28,35155.42857,,271470.34,199705.6,334292.35
Brazil,BRA,2020-06-29,37015.0,,270463.24,199787.35,334506.42
Brazil,BRA,2020-06-30,37389.285710000004,,268786.95,200415.58,332136.48
Brazil,BRA,2020-07-01,36590.714289999996,,267416.63,201246.38,329630.07
Brazil,BRA,2020-07-02,37160.285710000004,,266235.63,201348.53,328433.12
Brazil,BRA,2020-07-03,38392.0,,265360.92,201753.8,327945.37
Brazil,BRA,2020-07-04,37729.57143,,264834.82,203336.92,328261.17
Brazil,BRA,2020-07-05,37619.57143,,264380.98,203816.92,326673.62
Brazil,BRA,2020-07-06,36987.42857,,264402.11,205765.97,326423.05
Brazil,BRA,2020-07-07,36441.285710000004,,263404.08,205150.48,324714.0
Brazil,BRA,2020-07-08,38078.285710000004,,262609.6,205957.67,322464.2
Brazil,BRA,2020-07-09,37772.42857,,261892.37,206902.35,320650.72
Brazil,BRA,2020-07-10,36988.714289999996,,261169.82,207620.08,316551.72
Brazil,BRA,2020-07-11,37392.285710000004,,260062.38,207573.22,314124.57
Brazil,BRA,2020-07-12,37549.42857,,259618.5,208268.55,312192.9
Brazil,BRA,2020-07-13,37375.14286,,258898.34,208598.25,310388.8
Brazil,BRA,2020-07-14,37383.285710000004,,257579.67,207077.25,307872.77
Brazil,BRA,2020-07-15,36890.714289999996,,256070.89,206633.62,307080.42
Brazil,BRA,2020-07-16,36226.85714,,254381.92,204265.92,304871.32
Brazil,BRA,2020-07-17,36624.57143,,252632.08,203031.72,299820.35
Brazil,BRA,2020-07-18,35071.57143,,251176.64,201388.52,297650.42
Brazil,BRA,2020-07-19,33572.85714,,249832.9,199868.22,297980.45
Brazil,BRA,2020-07-20,33386.85714,,248663.32,198483.75,296050.2
Brazil,BRA,2020-07-21,33382.714289999996,,247335.11,196592.75,294682.25
Brazil,BRA,2020-07-22,33261.42857,,245910.91,195931.67,289780.38
Brazil,BRA,2020-07-23,37252.285710000004,,244401.56,196289.47,285986.2
Brazil,BRA,2020-07-24,39332.0,,243003.09,197663.85,280903.2
Brazil,BRA,2020-07-25,42434.0,,241514.66,198382.3,278380.45
Brazil,BRA,2020-07-26,45664.714289999996,,240329.02,197208.17,277376.38
Brazil,BRA,2020-07-27,45814.57143,,239273.01,195864.85,277212.5
Brazil,BRA,2020-07-28,46247.0,,237663.92,196255.35,277198.22
Brazil,BRA,2020-07-29,46219.57143,,235793.37,195245.7,278953.72
Brazil,BRA,2020-07-30,46393.0,,233775.18,193796.45,281074.45
Brazil,BRA,2020-07-31,46089.57143,,231908.17,191467.5,282925.27
Brazil,BRA,2020-08-01,45588.42857,,230112.29,187393.7,284807.88
Brazil,BRA,2020-08-02,44766.285710000004,,228928.32,183226.78,284058.68
Brazil,BRA,2020-08-03,44940.85714,,228143.75,181103.4,285762.05
Brazil,BRA,2020-08-04,43991.85714,,226874.68,178862.38,284208.35
Brazil,BRA,2020-08-05,45532.85714,,225100.37,179013.1,279824.75
Brazil,BRA,2020-08-06,43829.714289999996,,223167.12,179524.53,276639.07
Brazil,BRA,2020-08-07,43158.57143,,221298.97,179612.08,276170.15
Brazil,BRA,2020-08-08,42851.0,,219907.63,177187.45,273390.9
Brazil,BRA,2020-08-09,43505.0,,219067.31,174928.78,275742.12
Brazil,BRA,2020-08-10,43106.42857,,218493.04,172764.08,278793.32
Brazil,BRA,2020-08-11,43878.85714,,217452.43,170792.65,280839.95
Brazil,BRA,2020-08-12,43958.42857,,215726.47,168806.85,281549.75
Brazil,BRA,2020-08-13,43673.14286,,213557.16,167096.75,282645.8
Brazil,BRA,2020-08-14,44666.285710000004,,211281.85,165349.65,282121.82
Brazil,BRA,2020-08-15,44725.42857,,209122.98,163792.98,283018.7
Brazil,BRA,2020-08-16,43526.285710000004,,207215.97,161286.28,280980.3
Brazil,BRA,2020-08-17,43539.285710000004,,205279.78,158225.9,280028.02
Brazil,BRA,2020-08-18,43157.14286,,202939.48,155239.17,278078.4
Brazil,BRA,2020-08-19,42532.0,,200438.39,151465.95,276494.17
Brazil,BRA,2020-08-20,41695.285710000004,,197865.27,148139.33,274561.5
Brazil,BRA,2020-08-21,39585.57143,,195404.81,145574.2,273640.65
Brazil,BRA,2020-08-22,36687.14286,,192933.96,141781.33,271909.47
Brazil,BRA,2020-08-23,37895.14286,,190532.91,139040.58,268690.3
Brazil,BRA,2020-08-24,37940.85714,,188298.02,135664.28,266841.97
Brazil,BRA,2020-08-25,37613.0,,186005.69,132679.72,264225.7
Brazil,BRA,2020-08-26,37520.14286,,183798.08,129472.6,261625.17
Brazil,BRA,2020-08-27,37214.85714,,181625.05,126576.1,259516.35
Brazil,BRA,2020-08-28,37059.42857,,179430.35,123987.7,257081.22
Brazil,BRA,2020-08-29,38924.714289999996,,177449.39,121441.9,255986.67
Brazil,BRA,2020-08-30,37684.42857,,175757.89,119017.93,255876.3
Brazil,BRA,2020-08-31,36646.85714,,174203.58,117012.7,256954.87
Brazil,BRA,2020-09-01,40773.0,,172540.89,115828.6,256370.88
Brazil,BRA,2020-09-02,40133.714289999996,,170338.23,113963.15,253799.47
Brazil,BRA,2020-09-03,40101.285710000004,,168194.83,112911.17,250609.42
Brazil,BRA,2020-09-04,40035.285710000004,,166127.05,112550.75,249766.9
Brazil,BRA,2020-09-05,41147.0,,164329.8,111901.75,248839.3
Brazil,BRA,2020-09-06,39549.57143,,162960.48,112087.23,248711.15
Brazil,BRA,2020-09-07,39315.714289999996,,161849.62,110688.23,249005.02
Brazil,BRA,2020-09-08,34217.42857,,159928.46,109174.07,248299.52
Brazil,BRA,2020-09-09,30163.142860000004,,156394.82,106903.65,244103.35
Brazil,BRA,2020-09-10,28574.857139999996,,153623.27,104854.88,241182.82
Brazil,BRA,2020-09-11,28115.42857,,151580.53,103102.2,239176.5
Brazil,BRA,2020-09-12,27047.42857,,149894.0,100840.7,238529.72
Brazil,BRA,2020-09-13,27526.714289999996,,148425.7,98388.38,237536.3
Brazil,BRA,2020-09-14,27562.0,,147180.84,96101.35,237561.55
Brazil,BRA,2020-09-15,28259.42857,,145636.24,94119.77,236281.7
Brazil,BRA,2020-09-16,31455.714289999996,,144022.37,93018.75,233556.42
Brazil,BRA,2020-09-17,31599.142860000004,,142547.59,92083.25,229856.8
Brazil,BRA,2020-09-18,30991.42857,,140740.38,90676.92,226178.83
Brazil,BRA,2020-09-19,30431.285710000004,,139245.18,88557.3,222438.4
Brazil,BRA,2020-09-20,30364.714289999996,,137851.22,86867.32,219838.52
Brazil,BRA,2020-09-21,30596.285710000004,,136611.6,85469.8,215860.75
Brazil,BRA,2020-09-22,30351.142860000004,,135104.25,84040.48,213066.72
Brazil,BRA,2020-09-23,29905.857139999996,,133326.38,81433.18,209582.7
Brazil,BRA,2020-09-24,29400.285710000004,,131185.99,79735.6,204876.1
Brazil,BRA,2020-09-25,28902.285710000004,,129296.55,78898.23,201992.42
Brazil,BRA,2020-09-26,27775.714289999996,,127624.67,77668.25,199105.85
Brazil,BRA,2020-09-27,27107.285710000004,,126308.85,77144.1,197588.72
Brazil,BRA,2020-09-28,26811.42857,,125038.47,76211.6,196350.27
Brazil,BRA,2020-09-29,26770.85714,,123572.95,75325.35,194709.0
Brazil,BRA,2020-09-30,26559.71429,,121884.82,74722.65,192119.4
Brazil,BRA,2020-10-01,26578.57143,,120259.82,73722.48,190381.4
Brazil,BRA,2020-10-02,27055.714289999996,,118814.69,72643.5,187797.85
Brazil,BRA,2020-10-03,27272.857139999996,,117581.46,71416.32,187546.05
Brazil,BRA,2020-10-04,26977.42857,,116631.65,70346.73,187280.52
Brazil,BRA,2020-10-05,26140.0,,115859.09,68676.57,187942.3
Brazil,BRA,2020-10-06,25967.28571,,114756.84,67479.52,189101.27
Brazil,BRA,2020-10-07,27374.142860000004,,113609.4,65736.85,188360.67
Brazil,BRA,2020-10-08,27108.42857,,112537.26,64758.75,187249.85
Brazil,BRA,2020-10-09,25907.42857,,111508.03,63111.18,188549.9
Brazil,BRA,2020-10-10,25052.14286,,110577.65,61959.5,188388.38
Brazil,BRA,2020-10-11,25114.85714,,109856.23,60740.05,188789.05
Brazil,BRA,2020-10-12,25670.42857,,109309.23,60396.45,189924.77
Brazil,BRA,2020-10-13,25167.57143,,108347.48,60364.47,190416.3
Brazil,BRA,2020-10-14,20641.0,,106269.14,58164.4,189660.02
Brazil,BRA,2020-10-15,20024.14286,,104524.71,57329.5,189120.05
Brazil,BRA,2020-10-16,20134.57143,,103247.66,56222.85,189833.02
Brazil,BRA,2020-10-17,20630.28571,,102187.03,55535.68,190504.5
Brazil,BRA,2020-10-18,20246.42857,,101430.26,54527.6,191426.32
Brazil,BRA,2020-10-19,20051.71429,,100688.33,53958.93,193001.77
Brazil,BRA,2020-10-20,21045.57143,,99797.18,52954.25,193545.92
Brazil,BRA,2020-10-21,22903.71429,,98568.05,51883.7,193316.77
Brazil,BRA,2020-10-22,22558.42857,,97360.14,50677.65,192351.72
Brazil,BRA,2020-10-23,22034.85714,,96221.03,49685.0,190884.15
Brazil,BRA,2020-10-24,21908.0,,95095.98,48909.73,189784.7
Brazil,BRA,2020-10-25,22324.71429,,94111.71,47787.05,189414.9
Brazil,BRA,2020-10-26,22683.42857,,,,
Brazil,BRA,2020-10-27,22732.42857,,,,
Brazil,BRA,2020-10-28,23669.57143,,,,
Brazil,BRA,2020-10-29,24214.0,,,,
Brazil,BRA,2020-10-30,24392.28571,,,,
Brazil,BRA,2020-10-31,23286.0,,,,
Brazil,BRA,2020-11-01,22138.57143,,,,
Brazil,BRA,2020-11-02,21653.85714,,,,
Brazil,BRA,2020-11-03,20621.71429,,,,
India,IND,2020-01-02,0.0,,,,
India,IND,2020-01-03,0.0,,,,
India,IND,2020-01-04,0.0,,,,
India,IND,2020-01-05,0.0,,,,
India,IND,2020-01-06,0.0,,,,
India,IND,2020-01-07,0.0,,,,
India,IND,2020-01-08,0.0,,,,
India,IND,2020-01-09,0.0,,,,
India,IND,2020-01-10,0.0,,,,
India,IND,2020-01-11,0.0,,,,
India,IND,2020-01-12,0.0,,,,
India,IND,2020-01-13,0.0,,,,
India,IND,2020-01-14,0.0,,,,
India,IND,2020-01-15,0.0,,,,
India,IND,2020-01-16,0.0,,,,
India,IND,2020-01-17,0.0,,,,
India,IND,2020-01-18,0.0,,,,
India,IND,2020-01-19,0.0,,,,
India,IND,2020-01-20,0.0,,,,
India,IND,2020-01-21,0.0,,,,
India,IND,2020-01-22,0.0,,,,
India,IND,2020-01-23,0.0,,,,
India,IND,2020-01-24,0.0,,,,
India,IND,2020-01-25,0.0,,,,
India,IND,2020-01-26,0.0,,,,
India,IND,2020-01-27,0.0,,,,
India,IND,2020-01-28,0.0,,,,
India,IND,2020-01-29,0.0,,,,
India,IND,2020-01-30,0.14286,,,,
India,IND,2020-01-31,0.14286,,,,
India,IND,2020-02-01,0.14286,,,,
India,IND,2020-02-02,0.28570999999999996,,,,
India,IND,2020-02-03,0.28570999999999996,,,,
India,IND,2020-02-04,0.42857,,,,
India,IND,2020-02-05,0.42857,,,,
India,IND,2020-02-06,0.28570999999999996,,,,
India,IND,2020-02-07,0.28570999999999996,,,,
India,IND,2020-02-08,0.28570999999999996,,,,
India,IND,2020-02-09,0.14286,,0.0,0.0,0.0
India,IND,2020-02-10,0.14286,,0.23,0.0,1.0
India,IND,2020-02-11,0.0,,0.67,0.0,2.0
India,IND,2020-02-12,0.0,,0.79,0.0,2.0
India,IND,2020-02-13,0.0,,1.08,0.0,3.0
India,IND,2020-02-14,0.0,,1.21,0.0,3.0
India,IND,2020-02-15,0.0,,1.44,0.0,5.0
India,IND,2020-02-16,0.0,,2.12,0.0,6.0
India,IND,2020-02-17,0.0,,2.32,0.0,6.0
India,IND,2020-02-18,0.0,,3.01,0.0,8.52
India,IND,2020-02-19,0.0,,3.89,0.0,9.52
India,IND,2020-02-20,0.0,,4.66,0.0,12.52
India,IND,2020-02-21,0.0,,6.39,0.0,17.0
India,IND,2020-02-22,0.0,,7.63,1.0,17.52
India,IND,2020-02-23,0.0,,9.48,1.48,23.1
India,IND,2020-02-24,0.0,,11.82,1.0,32.52
India,IND,2020-02-25,0.0,,14.41,2.48,34.0
India,IND,2020-02-26,0.0,,18.05,2.48,48.52
India,IND,2020-02-27,0.0,,23.61,2.48,55.52
India,IND,2020-02-28,0.0,,28.36,3.95,70.77
India,IND,2020-02-29,0.0,,35.75,2.95,82.05
India,IND,2020-03-01,0.0,,45.5,4.43,107.57
India,IND,2020-03-02,0.0,,56.18,7.42,136.0
India,IND,2020-03-03,0.28570999999999996,,72.25,10.43,191.92
India,IND,2020-03-04,0.42857,,90.03,9.48,220.32
India,IND,2020-03-05,3.5714300000000003,,111.34,15.0,276.7
India,IND,2020-03-06,3.71429,,140.25,20.8,332.57
India,IND,2020-03-07,4.0,,175.86,22.65,439.1
India,IND,2020-03-08,4.42857,,218.9,32.4,528.4
India,IND,2020-03-09,5.16667,,277.75,40.25,676.25
India,IND,2020-03-10,6.5,,347.85,44.35,844.17
India,IND,2020-03-11,7.33333,,425.62,64.43,1052.0
India,IND,2020-03-12,7.5,,511.36,70.75,1240.85
India,IND,2020-03-13,7.66667,,621.24,86.2,1552.7
India,IND,2020-03-14,8.66667,,784.27,112.38,1918.55
India,IND,2020-03-15,9.33333,,967.6,122.03,2406.12
India,IND,2020-03-16,8.42857,,1197.43,172.48,2882.12
India,IND,2020-03-17,11.57143,,1476.07,197.8,3611.95
India,IND,2020-03-18,12.42857,,1821.07,242.0,4473.42
India,IND,2020-03-19,13.14286,,2234.9,310.35,5561.0
India,IND,2020-03-20,16.57143,,2743.97,365.9,6733.37
India,IND,2020-03-21,21.14286,,3344.68,449.3,8401.02
India,IND,2020-03-22,32.85714,,4030.52,564.38,9844.8
India,IND,2020-03-23,49.42857,,4729.01,619.3,11673.7
India,IND,2020-03-24,52.42857,,5178.69,699.75,12711.87
India,IND,2020-03-25,60.714290000000005,,5684.91,768.2,13873.95
India,IND,2020-03-26,69.14286,,6106.29,831.4,14869.17
India,IND,2020-03-27,76.14286,,6462.7,924.05,15485.92
India,IND,2020-03-28,91.71429,,6790.77,961.28,16213.95
India,IND,2020-03-29,94.14286,,7137.86,1045.25,17015.17
India,IND,2020-03-30,90.28571,,7604.05,1112.1,17936.72
India,IND,2020-03-31,108.42857,,8103.02,1167.78,18904.97
India,IND,2020-04-01,119.28571000000001,,8621.64,1302.95,20071.9
India,IND,2020-04-02,188.0,,9146.68,1408.15,21109.45
India,IND,2020-04-03,225.28571000000002,,9715.4,1416.23,22626.17
India,IND,2020-04-04,289.85714,,10307.04,1596.45,23959.15
India,IND,2020-04-05,342.14286,,10944.45,1670.93,25278.7
India,IND,2020-04-06,428.0,,11651.05,1763.38,26612.17
India,IND,2020-04-07,452.85714,,12531.06,1957.6,28695.05
India,IND,2020-04-08,542.42857,,13430.78,2103.22,30789.32
India,IND,2020-04-09,538.42857,,14396.77,2292.22,33107.77
India,IND,2020-04-10,587.28571,,15382.67,2453.98,35324.07
India,IND,2020-04-11,649.28571,,16460.31,2625.68,37634.47
India,IND,2020-04-12,711.71429,,17610.43,2783.93,40350.87
India,IND,2020-04-13,726.42857,,18847.47,3030.0,43239.5
India,IND,2020-04-14,848.8571400000001,,20184.38,3273.57,46174.35
India,IND,2020-04-15,892.0,,21502.33,3471.2,49021.45
India,IND,2020-04-16,949.4285699999999,,22554.52,3663.88,51742.9
India,IND,2020-04-17,996.4285699999999,,23505.56,3851.53,54050.62
India,IND,2020-04-18,990.1428599999999,,24474.58,3979.6,56392.85
India,IND,2020-04-19,1050.85714,,25484.3,4205.6,58862.57
India,IND,2020-04-20,1159.0,,26663.71,4424.85,61564.12
India,IND,2020-04-21,1176.7142900000001,,27818.89,4622.08,64722.6
India,IND,2020-04-22,1220.85714,,29082.85,4820.92,67943.2
India,IND,2020-04-23,1287.57143,,30358.23,5031.1,70989.3
India,IND,2020-04-24,1384.2857099999999,,31711.71,5334.18,74545.55
India,IND,2020-04-25,1446.85714,,33135.09,5570.58,77678.1
India,IND,2020-04-26,1540.57143,,34620.05,5776.18,81367.65
India,IND,2020-04-27,1518.14286,,36158.24,5974.7,84947.95
India,IND,2020-04-28,1547.85714,,37838.88,6339.3,89136.38
India,IND,2020-04-29,1621.14286,,39418.38,6543.15,93179.1
India,IND,2020-04-30,1665.2857099999999,,40767.43,6877.88,96490.45
India,IND,2020-05-01,1709.42857,,41996.88,7133.25,99142.02
India,IND,2020-05-02,1832.8571399999998,,43166.74,7193.35,101452.92
India,IND,2020-05-03,1926.28571,,44497.74,7545.9,104298.72
India,IND,2020-05-04,2091.57143,,45867.59,7744.35,107528.27
India,IND,2020-05-05,2428.28571,,47340.36,7975.55,111908.07
India,IND,2020-05-06,2579.85714,,48954.77,8334.15,115847.82
India,IND,2020-05-07,2843.14286,,50591.37,8618.6,120661.9
India,IND,2020-05-08,3042.71429,,52324.17,8991.35,125343.97
India,IND,2020-05-09,3189.42857,,54143.18,9382.33,130909.75
India,IND,2020-05-10,3279.85714,,56030.31,9608.3,135907.92
India,IND,2020-05-11,3517.0,,57937.67,10092.85,141133.97
India,IND,2020-05-12,3474.71429,,60024.59,10454.12,147556.52
India,IND,2020-05-13,3555.71429,,62125.92,10784.67,153252.15
India,IND,2020-05-14,3578.71429,,64377.94,11208.98,157743.85
India,IND,2020-05-15,3661.14286,,66652.33,11670.8,162504.6
India,IND,2020-05-16,3754.0,,69035.92,12008.35,167436.17
India,IND,2020-05-17,3998.28571,,71607.73,12342.8,172930.0
India,IND,2020-05-18,4145.28571,,74351.93,12945.38,177248.47
India,IND,2020-05-19,4340.42857,,77057.36,13401.03,183375.75
India,IND,2020-05-20,4638.42857,,79971.64,14013.38,188481.35
India,IND,2020-05-21,4908.0,,83019.17,14152.35,194275.42
India,IND,2020-05-22,5211.0,,86163.58,14917.0,200416.1
India,IND,2020-05-23,5594.42857,,89404.22,15653.65,206307.0
India,IND,2020-05-24,5848.71429,,92920.7,16142.5,213473.8
India,IND,2020-05-25,6096.57143,,96516.29,16767.5,219693.95
India,IND,2020-05-26,6320.14286,,100304.98,17489.25,227140.4
India,IND,2020-05-27,6431.0,,103951.48,18048.18,234161.57
India,IND,2020-05-28,6567.71429,,107008.56,18542.1,241920.07
India,IND,2020-05-29,6764.57143,,109954.01,18882.28,250828.67
India,IND,2020-05-30,6951.714290000001,,112916.33,19009.4,260002.6
India,IND,2020-05-31,7182.142859999999,,116006.35,19478.3,269237.98
India,IND,2020-06-01,7384.285709999999,,119319.17,19808.15,279106.9
India,IND,2020-06-02,7618.0,,122797.06,20446.1,289378.17
India,IND,2020-06-03,7978.285709999999,,126495.67,20908.3,300042.35
India,IND,2020-06-04,8369.42857,,130394.97,21610.0,310561.95
India,IND,2020-06-05,8710.14286,,134274.79,21914.43,319436.27
India,IND,2020-06-06,8984.85714,,138392.39,22507.82,328610.02
India,IND,2020-06-07,9212.14286,,142788.4,22873.9,338719.82
India,IND,2020-06-08,9439.42857,,147242.1,23741.95,347783.15
India,IND,2020-06-09,9698.85714,,151873.82,24506.82,359057.32
India,IND,2020-06-10,9852.57143,,156262.8,25116.8,369222.77
India,IND,2020-06-11,9951.42857,,158805.66,25294.8,374904.52
India,IND,2020-06-12,10109.28571,,160600.0,25682.47,380881.88
India,IND,2020-06-13,10333.71429,,162237.39,25701.82,386653.07
India,IND,2020-06-14,10613.42857,,164085.75,25979.88,391217.08
India,IND,2020-06-15,10830.42857,,165974.53,26115.9,397408.82
India,IND,2020-06-16,10927.57143,,168017.4,26088.08,403841.65
India,IND,2020-06-17,11068.85714,,170124.08,26284.6,409954.6
India,IND,2020-06-18,11481.0,,172251.18,26398.05,415677.07
India,IND,2020-06-19,11856.71429,,174516.66,26509.08,422270.52
India,IND,2020-06-20,12293.57143,,176717.49,26378.9,429141.7
India,IND,2020-06-21,12791.28571,,179001.72,26760.8,436279.77
India,IND,2020-06-22,13265.42857,,181147.14,26765.08,442695.3
India,IND,2020-06-23,13874.85714,,183148.13,26693.15,447577.52
India,IND,2020-06-24,14588.28571,,185518.53,27111.05,454573.77
India,IND,2020-06-25,15165.571430000002,,188568.64,27839.9,462087.55
India,IND,2020-06-26,15695.571430000002,,191760.96,28888.05,470126.72
India,IND,2020-06-27,16272.14286,,195133.98,29221.98,477190.05
India,IND,2020-06-28,16914.0,,198416.89,30465.15,485466.57
India,IND,2020-06-29,17576.57143,,201635.25,31473.4,492982.72
India,IND,2020-06-30,18089.28571,,204954.27,32207.45,499975.77
India,IND,2020-07-01,18472.85714,,208155.05,32825.08,508675.38
India,IND,2020-07-02,18790.85714,,211710.42,33278.55,516991.93
India,IND,2020-07-03,19306.14286,,215232.3,34021.8,524775.5
India,IND,2020-07-04,19908.85714,,218864.0,34312.18,533441.15
India,IND,2020-07-05,20615.14286,,222408.21,35175.78,541554.1
India,IND,2020-07-06,21299.28571,,225992.75,35649.5,550639.05
India,IND,2020-07-07,21832.14286,,229376.88,36083.6,558726.77
India,IND,2020-07-08,22417.71429,,232952.12,36871.88,565058.17
India,IND,2020-07-09,23236.42857,,236193.7,37603.53,568647.65
India,IND,2020-07-10,24036.85714,,239408.45,38351.9,570476.55
India,IND,2020-07-11,24657.28571,,242722.26,39113.43,571929.25
India,IND,2020-07-12,25198.28571,,245847.5,40075.38,572287.65
India,IND,2020-07-13,25834.42857,,248860.12,40332.28,572401.55
India,IND,2020-07-14,26726.71429,,251618.8,41228.65,573361.42
India,IND,2020-07-15,27680.57143,,254864.3,41983.8,573988.82
India,IND,2020-07-16,28797.142860000004,,258180.22,42875.15,575557.17
India,IND,2020-07-17,30004.285710000004,,261507.86,43590.53,576792.2
India,IND,2020-07-18,31114.285710000004,,264833.87,44504.28,577879.1
India,IND,2020-07-19,32580.714289999996,,268106.97,45123.25,580290.9
India,IND,2020-07-20,34255.57143,,271310.92,46199.55,584064.77
India,IND,2020-07-21,35491.285710000004,,274221.87,46985.85,589152.47
India,IND,2020-07-22,36676.285710000004,,277547.81,47657.8,592903.8
India,IND,2020-07-23,38537.0,,280662.94,48182.0,593491.3
India,IND,2020-07-24,40587.57143,,283991.3,48624.78,594180.72
India,IND,2020-07-25,42592.14286,,287475.24,48747.9,598569.75
India,IND,2020-07-26,43986.285710000004,,290860.32,49175.1,605161.62
India,IND,2020-07-27,45344.285710000004,,293965.65,49248.2,611027.42
India,IND,2020-07-28,46852.14286,,296977.89,49453.43,617097.57
India,IND,2020-07-29,48393.42857,,300330.47,49535.85,621667.22
India,IND,2020-07-30,49308.14286,,304109.8,50221.3,628735.12
India,IND,2020-07-31,50132.14286,,307880.22,50438.5,636601.6
India,IND,2020-08-01,51303.85714,,311848.59,51041.48,643357.62
India,IND,2020-08-02,52171.57143,,316061.96,51240.73,650214.8
India,IND,2020-08-03,52606.0,,319821.18,51681.68,657914.52
India,IND,2020-08-04,53227.0,,323791.2,52169.23,665121.6
India,IND,2020-08-05,53797.85714,,327292.59,51981.75,671326.52
India,IND,2020-08-06,54392.0,,330277.0,52984.03,673955.35
