Entity,Code,Date,daily_new_confirmed,annotations,ihme_mean,ihme_lower,ihme_upper
Australia,AUS,2020-02-20,0.14286,,16.4468914264236,12.387875926577001,21.5993800620475
Australia,AUS,2020-02-21,0.28570999999999996,,17.695207847842898,13.257977544233599,23.390307802533897
Australia,AUS,2020-02-22,0.85714,,19.103825243920802,14.113235446470199,25.366152236695598
Australia,AUS,2020-02-23,1.0,,20.7123821404874,15.0657120835616,27.662371084030102
Australia,AUS,2020-02-24,1.0,,22.568755578800303,16.234929959493197,30.2818391974152
Australia,AUS,2020-02-25,1.0,,24.7301015464469,17.6519339219298,33.4445421666497
Australia,AUS,2020-02-26,1.0,,27.264539516412302,19.3279572731267,37.226100754125795
Australia,AUS,2020-02-27,1.14286,,30.253598098048602,21.19587183704,41.7958739499959
Australia,AUS,2020-02-28,0.85714,,33.7946451444417,23.2283298956658,47.4063990389875
Australia,AUS,2020-02-29,0.57143,,38.0030336339253,25.717564885086897,54.2947454871626
Australia,AUS,2020-03-01,0.57143,,43.01214802609999,28.969603204791497,62.55320236509561
Australia,AUS,2020-03-02,1.0,,48.9704934125149,32.5176134476019,71.8148098934711
Australia,AUS,2020-03-03,1.5714299999999999,,56.035562419264295,36.8387199174986,82.7025032881721
Australia,AUS,2020-03-04,2.71429,,64.36360702656711,41.7424092132876,94.8320214544738
Australia,AUS,2020-03-05,4.14286,,74.0944850143158,47.9876091522431,108.56520211688401
Australia,AUS,2020-03-06,5.14286,,85.33409103645579,54.8969651489091,123.59120682014401
Australia,AUS,2020-03-07,5.42857,,98.1336436212262,63.159165350021404,141.042457221415
Australia,AUS,2020-03-08,6.857139999999999,,112.46582011106301,73.2002405675837,159.709680975415
Australia,AUS,2020-03-09,7.285710000000001,,128.200587363681,84.25054937934641,180.03026003232102
Australia,AUS,2020-03-10,9.57143,,145.08358354498998,97.0119815963784,199.345691599323
Australia,AUS,2020-03-11,10.14286,,162.722953831635,111.94856808814698,220.992232817807
Australia,AUS,2020-03-12,10.57143,,180.590831988673,127.230566554224,241.111475035644
Australia,AUS,2020-03-13,13.85714,,198.048761466882,143.3327655678,259.708141234165
Australia,AUS,2020-03-14,19.14286,,214.39749636971902,160.34428095539,275.04231007539
Australia,AUS,2020-03-15,25.0,,228.946587078237,174.721630306864,288.312210144779
Australia,AUS,2020-03-16,31.14286,,241.092923054361,189.96681847614602,297.50715269646304
Australia,AUS,2020-03-17,39.285709999999995,,250.39623509823,203.32553065145999,303.43460695417497
Australia,AUS,2020-03-18,48.85714,,256.62558439124,208.668958295458,305.485772554225
Australia,AUS,2020-03-19,62.714290000000005,,259.773834178917,212.68176597139598,309.741614121075
Australia,AUS,2020-03-20,79.0,,260.041014311839,212.66417860849202,309.326006470886
Australia,AUS,2020-03-21,96.71429,,257.792781167312,211.42862410766602,309.197819540556
Australia,AUS,2020-03-22,121.28571000000001,,253.500144415066,206.702201363883,306.805974987924
Australia,AUS,2020-03-23,201.57143,,247.68026758602298,200.805143803803,301.85832349784
Australia,AUS,2020-03-24,206.85714,,240.84621345142898,194.761358484194,295.617286098049
Australia,AUS,2020-03-25,281.28571,,233.46703731221402,188.75981267194697,287.577116347932
Australia,AUS,2020-03-26,319.14286,,225.941329642384,183.509792906919,279.339760141941
Australia,AUS,2020-03-27,351.0,,218.58212496272597,176.763702506908,269.872968690798
Australia,AUS,2020-03-28,357.71429,,211.60763548035,171.701108942848,261.808776036692
Australia,AUS,2020-03-29,387.28571,,205.13677231664101,167.195697544912,252.266430898482
Australia,AUS,2020-03-30,340.57142999999996,,199.197024527324,163.208796693284,243.052913763893
Australia,AUS,2020-03-31,390.57142999999996,,193.73983545761902,159.315082235228,233.07627762451
Australia,AUS,2020-04-01,326.28571,,188.65563997355702,155.12178563733698,226.372455141595
Australia,AUS,2020-04-02,311.0,,183.79485141245,149.98967190662398,219.453994383292
Australia,AUS,2020-04-03,294.0,,178.99197825078602,145.745929488649,212.909085168063
Australia,AUS,2020-04-04,310.0,,174.081776553083,141.489273675854,209.053766705273
Australia,AUS,2020-04-05,268.28571,,168.909737124911,137.118590380627,203.79811230992803
Australia,AUS,2020-04-06,235.85714,,163.341721542856,131.5582030358,197.456508056622
Australia,AUS,2020-04-07,183.85714,,157.272218221392,125.597794330252,190.251609304954
Australia,AUS,2020-04-08,178.42857,,150.633050359717,119.191434270117,183.26713576401198
Australia,AUS,2020-04-09,153.71428999999998,,143.402582239605,112.225773757725,176.257603401971
Australia,AUS,2020-04-10,132.57143,,135.610668731983,104.659718058149,167.839285985926
Australia,AUS,2020-04-11,98.57143,,127.339100688934,97.8842939244239,159.116305090593
Australia,AUS,2020-04-12,86.0,,118.71524867885799,90.386322166804,149.69005270648898
Australia,AUS,2020-04-13,82.57143,,109.897045479112,82.8009406247494,140.827147285823
Australia,AUS,2020-04-14,74.57143,,101.05368426437201,75.6070075891475,130.23246480161302
Australia,AUS,2020-04-15,65.71429,,92.3484828598209,67.9514545672377,121.17189634465001
Australia,AUS,2020-04-16,58.0,,83.92529174909001,61.019927787618705,111.869273943679
Australia,AUS,2020-04-17,49.285709999999995,,75.9004542105532,54.5326463826373,102.022190967827
Australia,AUS,2020-04-18,42.14286,,68.3607742611803,48.5009333657543,93.04628417755372
Australia,AUS,2020-04-19,42.42857,,61.36520962078529,43.6192149649494,83.7373422211485
Australia,AUS,2020-04-20,41.42857,,54.9478952501619,38.9134472145443,75.48371123201441
Australia,AUS,2020-04-21,37.0,,49.1209376809767,34.5216766792323,67.6996947447688
Australia,AUS,2020-04-22,33.0,,43.877614372638206,30.8710743150666,60.725126620485106
Australia,AUS,2020-04-23,28.0,,39.1953578512095,27.6403863608248,54.5455237901834
Australia,AUS,2020-04-24,24.28571,,35.0394240296998,24.7118138545002,48.386127723024394
Australia,AUS,2020-04-25,22.0,,31.3671979560007,22.1938790534337,43.570480420647
Australia,AUS,2020-04-26,16.71429,,28.1322752871478,19.8650911056463,39.0004421233262
Australia,AUS,2020-04-27,14.42857,,25.2877772734772,17.9376577139307,34.8109204008781
Australia,AUS,2020-04-28,14.28571,,22.7889389616225,16.3267766599257,30.779446404347897
Australia,AUS,2020-04-29,13.0,,20.5945207204827,14.825184975577901,27.6003039912086
Australia,AUS,2020-04-30,13.14286,,18.6671515120752,13.4959433858919,24.895189550096802
Australia,AUS,2020-05-01,13.57143,,16.9731701705636,12.3627679856653,22.461658022954698
Australia,AUS,2020-05-02,11.42857,,15.482310575966899,11.319423301543699,20.3565391486389
Australia,AUS,2020-05-03,11.42857,,14.1673880618176,10.4368224028435,18.531156739080302
Australia,AUS,2020-05-04,12.57143,,13.0041768703371,9.606852264612241,16.9966042957214
Australia,AUS,2020-05-05,14.28571,,11.971529369242498,8.8642680489552,15.5760285058915
Australia,AUS,2020-05-06,15.85714,,11.0514483227019,8.20915018060091,14.3880906700456
Australia,AUS,2020-05-07,18.42857,,10.2289430376912,7.6560529437342,13.294981495931198
Australia,AUS,2020-05-08,19.14286,,9.49168533569955,7.1028494250755,12.3031405577225
Australia,AUS,2020-05-09,21.0,,8.82954377724848,6.61201693150432,11.4394885568101
Australia,AUS,2020-05-10,20.85714,,8.234065100036121,6.13425177833066,10.673399208128
Australia,AUS,2020-05-11,20.0,,7.69800403481367,5.74753049613747,9.9640630697576
Australia,AUS,2020-05-12,17.57143,,7.21502115627993,5.39639650665498,9.32639311691617
Australia,AUS,2020-05-13,16.42857,,6.77963132714241,5.09387222899908,8.76039568664278
Australia,AUS,2020-05-14,14.28571,,6.38727298449844,4.79298837199586,8.28930507407679
Australia,AUS,2020-05-15,13.28571,,6.034441708191661,4.54425019499367,7.8734812913591306
Australia,AUS,2020-05-16,15.0,,5.71874261556209,4.33230036791309,7.51480622168327
Australia,AUS,2020-05-17,15.28571,,5.43877145443296,4.13280867415169,7.16227617994035
Australia,AUS,2020-05-18,14.85714,,5.1938968712781906,3.9603265514270496,6.814292939353059
Australia,AUS,2020-05-19,16.0,,4.98397862142628,3.79986775108984,6.49577688489549
Australia,AUS,2020-05-20,14.85714,,4.8091281069699905,3.6828586610459797,6.203258547803429
Australia,AUS,2020-05-21,14.85714,,4.66961324881679,3.62306467797756,5.96544962209457
Australia,AUS,2020-05-22,13.14286,,4.56596104439817,3.5719070597356803,5.806651538648831
Australia,AUS,2020-05-23,10.85714,,4.4991346039007905,3.5244056380740396,5.67696273498911
Australia,AUS,2020-05-24,10.0,,4.47072457112269,3.51841683556503,5.5687450558417595
Australia,AUS,2020-05-25,9.14286,,4.4831099902705,3.5076660283797096,5.51666940463254
Australia,AUS,2020-05-26,8.28571,,4.53952100362001,3.5739860476744103,5.638817316773539
Australia,AUS,2020-05-27,9.28571,,4.64398862515606,3.60079404508133,5.8176358668476
Australia,AUS,2020-05-28,8.57143,,4.80113240969791,3.6844784762169303,6.062370769797031
Australia,AUS,2020-05-29,9.85714,,5.01586492102174,3.8499753043297797,6.401019227031241
Australia,AUS,2020-05-30,11.14286,,5.29323280375349,4.0461985293657206,6.7755237948163405
Australia,AUS,2020-05-31,11.28571,,5.6383914637421295,4.28427776608625,7.3244244865018295
Australia,AUS,2020-06-01,12.28571,,6.0566523826736605,4.5652474415343205,7.91125173299752
Australia,AUS,2020-06-02,12.28571,,6.55358435889504,4.86977836298116,8.632422535348072
Australia,AUS,2020-06-03,12.57143,,7.13502430654784,5.324909059248861,9.443785761002571
Australia,AUS,2020-06-04,12.85714,,7.80687389208872,5.7873013170377305,10.4157137733539
Australia,AUS,2020-06-05,12.85714,,8.574749599845719,6.346554412357401,11.4683253510608
Australia,AUS,2020-06-06,11.14286,,9.44369793897922,6.9437204305213,12.6252926121191
Australia,AUS,2020-06-07,10.0,,10.4181747497325,7.58907042102041,13.982628455437201
Australia,AUS,2020-06-08,9.28571,,11.5025728500955,8.36615720713334,15.4265921953946
Australia,AUS,2020-06-09,8.71429,,12.7024927027369,9.18026106325008,16.9886963269576
Australia,AUS,2020-06-10,6.57143,,14.026383557988401,10.1022121755543,18.785216324841603
Australia,AUS,2020-06-11,6.714289999999999,,15.487529062239302,11.108222548549302,20.6688375006781
Australia,AUS,2020-06-12,6.42857,,17.1062214786587,12.2601488744435,22.8429732197656
Australia,AUS,2020-06-13,5.57143,,18.911692716969103,13.625489291517901,25.2873076426949
Australia,AUS,2020-06-14,6.714289999999999,,20.9437908308289,15.0880619272256,28.1929931156599
Australia,AUS,2020-06-15,8.57143,,23.254899129765302,16.6973145735072,31.533318397737304
Australia,AUS,2020-06-16,10.0,,25.9126013711407,18.5160820033648,35.2713475742613
Australia,AUS,2020-06-17,11.42857,,29.003239441263,20.762579109043802,40.103143200198005
Australia,AUS,2020-06-18,13.42857,,32.6366418401623,23.2204754325284,45.635035545647
Australia,AUS,2020-06-19,15.14286,,36.9517625574557,25.842266217621198,52.242377739291896
Australia,AUS,2020-06-20,17.0,,42.1234132860056,28.902927533264698,60.3354735087653
Australia,AUS,2020-06-21,19.14286,,48.3692551277794,32.601351352723,70.02841635823279
Australia,AUS,2020-06-22,20.14286,,55.9557679604,36.875275025017,81.9521737717831
Australia,AUS,2020-06-23,19.85714,,65.2024971360167,42.4771613503986,96.0913893790395
Australia,AUS,2020-06-24,20.71429,,76.4836899251356,48.9118937976845,114.2811434457
Australia,AUS,2020-06-25,21.57143,,90.22715295491959,57.1785700927465,136.622117755774
Australia,AUS,2020-06-26,23.85714,,106.91024145873399,67.1711990582454,162.912895704807
Australia,AUS,2020-06-27,26.57143,,127.04989332269399,78.9105922018497,194.264551348261
Australia,AUS,2020-06-28,29.285709999999998,,151.183874516955,93.7157305606649,231.92748838054698
Australia,AUS,2020-06-29,32.14286,,179.842717846865,111.5511688765,275.093143435228
Australia,AUS,2020-06-30,41.85714,,213.508709114379,134.308004868658,324.21379310042005
Australia,AUS,2020-07-01,48.85714,,252.561619469357,160.86936257465499,379.436018093289
Australia,AUS,2020-07-02,57.0,,297.215950317228,189.471502165992,443.202380608238
Australia,AUS,2020-07-03,63.285709999999995,,347.45773752298203,222.986425242823,512.285905473859
Australia,AUS,2020-07-04,94.28571,,402.99790972406305,262.113863743037,582.8717569383921
Australia,AUS,2020-07-05,103.0,,463.25307130516296,305.679804828695,660.31881456007
Australia,AUS,2020-07-06,109.0,,527.359369066374,356.640696320829,739.132068704371
Australia,AUS,2020-07-07,117.0,,594.2284248220469,406.434772051674,824.3283402697
Australia,AUS,2020-07-08,131.57143,,662.633189828099,462.105890871692,903.350676157664
Australia,AUS,2020-07-09,138.0,,731.3118653213679,519.448861634903,982.087156297128
Australia,AUS,2020-07-10,151.14286,,799.066957878616,581.052724543625,1058.69962674806
Australia,AUS,2020-07-11,157.71428999999998,,864.850078186911,640.132133394219,1136.4396208114301
Australia,AUS,2020-07-12,170.14286,,927.8127872695151,695.449910861998,1197.85317251091
Australia,AUS,2020-07-13,192.57143,,987.3358712609419,743.258436557215,1262.0923304796902
Australia,AUS,2020-07-14,199.14286,,1043.03487251422,792.9839000925369,1313.75415561784
Australia,AUS,2020-07-15,213.71428999999998,,1094.7490051755199,855.181200747209,1375.7478492924
Australia,AUS,2020-07-16,229.85714,,1142.51728886138,906.811488821346,1427.77228410319
Australia,AUS,2020-07-17,250.14286,,1186.54068681566,945.555085579698,1469.34870958728
Australia,AUS,2020-07-18,268.0,,1227.12373036535,978.5030258786791,1510.52179627768
Australia,AUS,2020-07-19,269.71429,,1264.60639365327,1009.3625779547301,1551.66589446302
Australia,AUS,2020-07-20,286.42857000000004,,1299.3013798019301,1042.3061968900802,1593.0066656035299
Australia,AUS,2020-07-21,298.42857000000004,,1331.44345380145,1067.5520527359,1617.47484647491
Australia,AUS,2020-07-22,311.0,,1361.1555532007499,1106.26024105503,1639.7245466657098
Australia,AUS,2020-07-23,343.0,,1388.4363398925198,1142.33755521855,1677.74619447271
Australia,AUS,2020-07-24,356.57142999999996,,1413.1695731835598,1173.69585516866,1703.5676175979402
Australia,AUS,2020-07-25,337.14286,,1435.14092700073,1198.87378673268,1730.19103603924
Australia,AUS,2020-07-26,358.42857000000004,,1454.0519926725399,1212.45430947871,1762.8226439999398
Australia,AUS,2020-07-27,371.57142999999996,,1469.5330745911801,1227.2498231189,1773.44562319215
Australia,AUS,2020-07-28,409.42857000000004,,1481.16510639668,1235.15346091788,1770.23047103246
Australia,AUS,2020-07-29,410.85714,,1488.5044424555701,1242.18629001547,1773.96369993552
Australia,AUS,2020-07-30,383.71429,,1491.1103513440398,1241.4167090880098,1775.5263022060199
Australia,AUS,2020-07-31,428.14286,,1488.5787949459,1238.6772107892698,1782.8585039227698
Australia,AUS,2020-08-01,472.85714,,1480.5779203945901,1234.7518864277001,1774.6831507279699
Australia,AUS,2020-08-02,476.0,,1466.88088709271,1220.1150637135902,1778.43342872573
Australia,AUS,2020-08-03,502.85714,,1447.39618148262,1199.9256034457198,1754.3318310940301
Australia,AUS,2020-08-04,483.28570999999994,,1422.19051655161,1180.76978580703,1724.65250598845
Australia,AUS,2020-08-05,489.28570999999994,,1391.49007007444,1152.57616398978,1701.2937874142701
Australia,AUS,2020-08-06,551.71429,,1355.6748047214999,1120.53636021663,1669.36273772127
Australia,AUS,2020-08-07,508.42857000000004,,1315.26818128325,1080.2210797816801,1616.19565367475
Australia,AUS,2020-08-08,481.0,,1270.9138022725,1037.33198058737,1558.94129239917
Australia,AUS,2020-08-09,488.0,,1223.3385742248,992.910584092753,1499.06805820948
Australia,AUS,2020-08-10,451.57142999999996,,1173.3234154715499,945.059675182811,1440.97635931486
Australia,AUS,2020-08-11,439.85714,,1121.6768482934801,900.211895617711,1379.27265570887
Australia,AUS,2020-08-12,426.28570999999994,,1069.20694002214,853.543827531767,1315.82921256021
Australia,AUS,2020-08-13,383.28571,,1016.6884987983,808.0936701391639,1252.89726343643
Australia,AUS,2020-08-14,356.57142999999996,,964.8317409260429,765.688398204032,1198.9161763872698
Australia,AUS,2020-08-15,353.0,,914.2614301089819,725.322465158784,1144.3690121541001
Australia,AUS,2020-08-16,333.85714,,865.5017162127431,684.691859495943,1081.49758776974
Australia,AUS,2020-08-17,314.85714,,818.968245306767,644.8931285049559,1026.17651323023
Australia,AUS,2020-08-18,314.57142999999996,,774.9682192358031,608.8009288381501,973.7752637402831
Australia,AUS,2020-08-19,294.28571,,733.704680587824,574.817744940769,914.864330119475
Australia,AUS,2020-08-20,266.57142999999996,,695.2870291114391,543.900600632567,861.1521938739979
Australia,AUS,2020-08-21,268.28571,,659.745948907244,518.510554894619,812.664861052871
Australia,AUS,2020-08-22,237.71428999999998,,627.044906439574,493.02490545890504,767.101352389666
Australia,AUS,2020-08-23,223.85714,,597.084172936549,473.02143022814903,731.6510990304499
Australia,AUS,2020-08-24,217.71428999999998,,569.706141243689,453.008503172904,696.348364023673
Australia,AUS,2020-08-25,188.14286,,544.698766376269,436.301708500754,664.713280668027
Australia,AUS,2020-08-26,182.85714,,521.7998160511941,418.261052080767,638.2512923631771
Australia,AUS,2020-08-27,173.14286,,500.705423126083,401.443724133099,611.234969318579
Australia,AUS,2020-08-28,155.14286,,481.08493951893206,384.922405788098,590.721003880183
Australia,AUS,2020-08-29,148.71428999999998,,462.595008667044,369.965506029468,567.863626665925
Australia,AUS,2020-08-30,135.0,,444.895934658531,355.42284929709,546.679204693182
Australia,AUS,2020-08-31,122.57143,,427.66599540808295,343.645743445812,528.9313410765329
Australia,AUS,2020-09-01,118.57143,,410.614706908069,328.182836027846,509.6541535728799
Australia,AUS,2020-09-02,109.42857,,393.49261321968595,314.423378868592,487.253692694873
Australia,AUS,2020-09-03,102.57143,,376.097640747902,298.303609389752,464.119195252518
Australia,AUS,2020-09-04,103.85714,,358.280862232122,281.266207402491,444.60984681621596
Australia,AUS,2020-09-05,98.28571,,339.952789893666,263.830997720508,422.445964773232
Australia,AUS,2020-09-06,94.28571,,321.088152817043,245.81418971885398,400.862293115777
Australia,AUS,2020-09-07,87.0,,301.728181045366,227.63506351799302,381.087108259037
Australia,AUS,2020-09-08,82.28571,,281.977119347695,210.679108315394,358.775369110671
Australia,AUS,2020-09-09,79.28571,,261.992220809645,193.118645706661,336.703609804216
Australia,AUS,2020-09-10,77.42857,,241.96881065448397,177.298946758414,313.494361341049
Australia,AUS,2020-09-11,66.28571,,222.12417618817298,161.51282027620002,291.024533238202
Australia,AUS,2020-09-12,61.285709999999995,,202.680141098007,145.993331849371,267.00143083031
Australia,AUS,2020-09-13,57.14286,,183.846416227058,131.327504468525,244.61321953776797
Australia,AUS,2020-09-14,53.14286,,165.80965871716802,117.578491100939,222.012753807347
Australia,AUS,2020-09-15,52.85714,,148.72673019337,104.632861098136,200.100236683475
Australia,AUS,2020-09-16,52.0,,132.721194650973,92.7913092911797,180.105312026664
Australia,AUS,2020-09-17,44.85714,,117.88481730850701,81.6012310547315,160.865219388099
Australia,AUS,2020-09-18,42.85714,,104.28077170659,71.8274259447225,143.183270625173
Australia,AUS,2020-09-19,42.285709999999995,,91.9450474436759,63.28516130169311,126.933522538288
Australia,AUS,2020-09-20,39.714290000000005,,80.88809521777209,56.1953830101271,112.414528827272
Australia,AUS,2020-09-21,35.285709999999995,,71.0960442007964,49.9994468878444,98.74427396227259
Australia,AUS,2020-09-22,31.42857,,62.5319559227307,43.8905221729289,85.80804247765509
Australia,AUS,2020-09-23,29.14286,,55.1386402459932,38.1756989335581,75.76090248121109
Australia,AUS,2020-09-24,27.714290000000002,,48.8436389244378,33.432873662157505,66.28973436653321
Australia,AUS,2020-09-25,24.28571,,43.5651571923339,29.6208985324046,58.7926156006785
Australia,AUS,2020-09-26,19.85714,,39.218735894153205,26.2629492461493,52.794769965825395
Australia,AUS,2020-09-27,18.71429,,35.724032391399,23.5566613175185,48.400957057051706
Australia,AUS,2020-09-28,20.28571,,33.0008570450112,21.449617028781,45.4047453396739
Australia,AUS,2020-09-29,18.85714,,30.9619897784658,19.5012189214948,43.9370009160361
Australia,AUS,2020-09-30,17.28571,,29.5120820318224,18.256041245928603,43.2735387812504
Australia,AUS,2020-10-01,12.85714,,28.548478513669,17.3697375107364,43.0070836625636
Australia,AUS,2020-10-02,16.14286,,27.956878916746604,16.4781113762573,43.007068098315706
Australia,AUS,2020-10-03,16.14286,,27.621071838475398,15.887635589818098,43.0070525339716
Australia,AUS,2020-10-04,15.0,,27.4471740955467,15.662493958147099,43.0070369696371
Australia,AUS,2020-10-05,13.71429,,27.370368965030398,15.4619462397158,43.00702140530271
Australia,AUS,2020-10-06,15.0,,27.3456927027277,15.376233651855,43.0070058409682
Australia,AUS,2020-10-07,15.85714,,31.472741262547103,15.3861496215625,163.97851389302
Australia,AUS,2020-10-08,17.0,,38.711569079682796,15.438770965700801,181.496519408003
Australia,AUS,2020-10-09,15.71429,,50.4890597679911,15.538982598390401,189.496809648629
Australia,AUS,2020-10-10,16.57143,,65.36591983022291,15.8122800105251,200.40302953245097
Australia,AUS,2020-10-11,17.57143,,82.9198636133485,15.971623675525201,214.002753115352
Australia,AUS,2020-10-12,18.28571,,106.657334867269,16.161732869036502,228.266046403535
Australia,AUS,2020-10-13,19.57143,,130.129442541957,16.3812336749397,243.102843665798
Australia,AUS,2020-10-14,20.42857,,155.962157750964,16.9563941652887,259.007598374039
Australia,AUS,2020-10-15,22.71429,,180.043984730784,17.8557921023108,273.316718959157
Australia,AUS,2020-10-16,22.28571,,202.54385161322,21.0607378507033,286.879204905871
Australia,AUS,2020-10-17,20.28571,,221.754553951655,38.1832596860826,299.254704300407
Australia,AUS,2020-10-18,19.85714,,238.39729434710702,173.75064945258202,312.826406754553
Australia,AUS,2020-10-19,18.0,,250.79451792444698,183.416124045104,325.708110684343
Australia,AUS,2020-10-20,16.14286,,262.849764117539,196.41855832925,339.23919188603804
Australia,AUS,2020-10-21,16.14286,,274.325691429541,210.088104286045,350.694922186155
Australia,AUS,2020-10-22,14.71429,,285.099605205562,220.87148091597498,361.415868968238
Australia,AUS,2020-10-23,14.85714,,294.93739884619,231.44276306936501,372.15806871326697
Australia,AUS,2020-10-24,16.14286,,303.790448111709,241.085081571434,382.34373045871104
Australia,AUS,2020-10-25,16.57143,,311.744199300829,247.298416176531,392.0511726439
Australia,AUS,2020-10-26,18.57143,,318.81375337755696,250.65846694586799,402.190727243293
Australia,AUS,2020-10-27,18.28571,,,,
Australia,AUS,2020-10-28,15.85714,,,,
Australia,AUS,2020-10-29,15.71429,,,,
Australia,AUS,2020-10-30,14.71429,,,,
Australia,AUS,2020-10-31,14.0,,,,
Australia,AUS,2020-11-01,13.0,,,,
Australia,AUS,2020-11-02,10.71429,,,,
Australia,AUS,2020-11-03,10.71429,,,,
Brazil,BRA,2020-01-02,0.0,,,,
Brazil,BRA,2020-01-03,0.0,,,,
Brazil,BRA,2020-01-04,0.0,,,,
Brazil,BRA,2020-01-05,0.0,,,,
Brazil,BRA,2020-01-06,0.0,,,,
Brazil,BRA,2020-01-07,0.0,,,,
Brazil,BRA,2020-01-08,0.0,,,,
Brazil,BRA,2020-01-09,0.0,,,,
Brazil,BRA,2020-01-10,0.0,,,,
Brazil,BRA,2020-01-11,0.0,,,,
Brazil,BRA,2020-01-12,0.0,,,,
Brazil,BRA,2020-01-13,0.0,,,,
Brazil,BRA,2020-01-14,0.0,,,,
Brazil,BRA,2020-01-15,0.0,,,,
Brazil,BRA,2020-01-16,0.0,,,,
Brazil,BRA,2020-01-17,0.0,,,,
Brazil,BRA,2020-01-18,0.0,,,,
Brazil,BRA,2020-01-19,0.0,,,,
Brazil,BRA,2020-01-20,0.0,,,,
Brazil,BRA,2020-01-21,0.0,,,,
Brazil,BRA,2020-01-22,0.0,,,,
Brazil,BRA,2020-01-23,0.0,,,,
Brazil,BRA,2020-01-24,0.0,,,,
Brazil,BRA,2020-01-25,0.0,,,,
Brazil,BRA,2020-01-26,0.0,,,,
Brazil,BRA,2020-01-27,0.0,,,,
Brazil,BRA,2020-01-28,0.0,,,,
Brazil,BRA,2020-01-29,0.0,,,,
Brazil,BRA,2020-01-30,0.0,,,,
Brazil,BRA,2020-01-31,0.0,,,,
Brazil,BRA,2020-02-01,0.0,,,,
Brazil,BRA,2020-02-02,0.0,,,,
Brazil,BRA,2020-02-03,0.0,,,,
Brazil,BRA,2020-02-04,0.0,,43.025789179821,36.8579046093662,49.76342649883429
Brazil,BRA,2020-02-05,0.0,,41.8673603431823,36.0530943881771,48.4574591480116
Brazil,BRA,2020-02-06,0.0,,41.082918529238704,35.3898818307587,47.855825374304
Brazil,BRA,2020-02-07,0.0,,40.6853269708227,35.008879460460804,48.2351209665096
Brazil,BRA,2020-02-08,0.0,,40.6973629923414,34.7335128076795,49.5631893671511
Brazil,BRA,2020-02-09,0.0,,41.1538066696111,34.7161176110363,51.7137104838663
