Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new estimated infections of COVID-19 (LSHTM, lower)","Daily new estimated infections of COVID-19 (LSHTM, upper)"
Ecuador,ECU,2020-04-19,252.14286,,3125.95958295994,1548.0204884312,5985.97106173829
Ecuador,ECU,2020-04-20,286,,3623.22289232179,1796.84487320635,6938.47386793029
Ecuador,ECU,2020-04-21,371.28571,,4806.60407242738,2384.61834566747,9193.10357106091
Ecuador,ECU,2020-04-22,399.28571,,5280.31136775923,2622.0469629794,10095.94750366
Ecuador,ECU,2020-04-23,427.42857,,5769.84404237956,2867.83131517868,11025.4954856509
Ecuador,ECU,2020-04-24,422.57143,,5816.18116840847,2892.1612344974,11114.4760919628
Ecuador,ECU,2020-04-25,390.42857,,5471.04656857759,2721.94130501581,10453.2532234543
Ecuador,ECU,2020-04-26,308.71429,,4396.15175834346,2187.37580377705,8411.29361875776
Ecuador,ECU,2020-04-27,1893,,27334.42358497,13595.0322087719,52352.9473132925
Ecuador,ECU,2020-04-28,1873.14286,,27358.9739892407,13599.3367153537,52381.4204514064
Ecuador,ECU,2020-04-29,1980,,29172.9143543944,14492.8884389745,55843.4524772348
Ecuador,ECU,2020-04-30,1975,,29268.0700679932,14527.9511178207,56026.8688161743
Ecuador,ECU,2020-05-01,1964.42857,,29190.1283283483,14475.4640558031,55893.8841575365
Ecuador,ECU,2020-05-02,2164.71429,,32150.8225550096,15933.1649065121,61599.6565003227
Ecuador,ECU,2020-05-03,2325.85714,,34416.837995856,17047.6497687723,66001.8843354837
Ecuador,ECU,2020-05-04,974.14286,,14316.0682058871,7089.61699184842,27424.1780003992
Ecuador,ECU,2020-05-05,1234.42857,,17961.2191805598,8890.24247296089,34399.4824518422
Ecuador,ECU,2020-05-06,1089,,15641.7882556661,7742.7299901588,29973.6759514116
Ecuador,ECU,2020-05-07,677.85714,,9585.04850802475,4750.77191826847,18332.3794780088
Ecuador,ECU,2020-05-08,766.28571,,10640.5542598365,5275.05540077972,20336.0784906088
Ecuador,ECU,2020-05-09,354.57143,,4824.39319526081,2391.80350511964,9220.1994730156
Ecuador,ECU,2020-05-10,229.57143,,3055.04064794308,1514.69717889273,5834.62114614757
Ecuador,ECU,2020-05-11,3,,38.9882429990514,19.3324556660809,74.4926463312879
Ecuador,ECU,2020-05-12,-338.85714,,-4295.95148167506,-2127.96373167696,-8212.89383637207
Ecuador,ECU,2020-05-13,-208.85714,,-2581.13831983188,-1278.07126067799,-4938.04786764107
Ecuador,ECU,2020-05-14,152.28571,,1834.01184519255,907.364835973672,3511.38835079948
Ecuador,ECU,2020-05-15,29.14286,,342.047192850401,168.969886450218,655.570724436691
Ecuador,ECU,2020-05-16,378.42857,,4330.50685053399,2135.31714042119,8307.98780441774
Ecuador,ECU,2020-05-17,527.42857,,5889.36101748357,2899.44538301662,11311.050038441
Ecuador,ECU,2020-05-18,517.57143,,5645.65389859647,2775.14038495772,10860.8810556781
Ecuador,ECU,2020-05-19,581.85714,,6208.98314983907,3050.68746037384,11957.2688557672
Ecuador,ECU,2020-05-20,533.14286,,5574.96097012051,2736.67583743068,10748.4606588301
Ecuador,ECU,2020-05-21,624,,6406.31560944764,3141.90284021515,12355.8219264555
Ecuador,ECU,2020-05-22,686.28571,,6932.126458154,3397.57324911353,13374.5875067096
Ecuador,ECU,2020-05-23,623,,6205.27633430159,3039.80287821523,11984.6910078464
Ecuador,ECU,2020-05-24,499.28571,,4915.323202188,2406.69314354646,9500.57107437088
Ecuador,ECU,2020-05-25,510.57143,,4980.02397117232,2438.37736479913,9623.17717587391
Ecuador,ECU,2020-05-26,539,,5221.39029875802,2557.29012881311,10036.5265705737
Ecuador,ECU,2020-05-27,457.71429,,4414.19223783894,2162.5259135156,8435.6203136948
Ecuador,ECU,2020-05-28,464.14286,,4466.58768021715,2190.0184829932,8497.28606050248
Ecuador,ECU,2020-05-29,452.14286,,4351.37132573152,2135.81950106332,8272.79781476929
Ecuador,ECU,2020-05-30,391.85714,,3779.1830638717,1856.81640276562,7179.08255393015
Ecuador,ECU,2020-05-31,330.42857,,3199.48260241915,1574.08523015666,6072.41230197292
Ecuador,ECU,2020-06-01,334.57143,,3257.87136009753,1604.84056386645,6181.6162720008
Ecuador,ECU,2020-06-02,377,,3696.83567282571,1822.49683516488,7011.30200013404
Ecuador,ECU,2020-06-03,437,,4320.01242983184,2130.882902777,8189.28870227292
Ecuador,ECU,2020-06-04,409,,4079.18510175316,2013.98492968845,7735.50746272566
Ecuador,ECU,2020-06-05,356.42857,,3587.99003650495,1769.84286948548,6808.54881926639
Ecuador,ECU,2020-06-06,429.14286,,4360.45155697869,2150.80328123809,8280.51557400667
Ecuador,ECU,2020-06-07,593.85714,,6088.6600736578,3001.96689930786,11569.0664858721
Ecuador,ECU,2020-06-08,574.57143,,5940.00122094438,2927.82437965612,11298.7945985556
Ecuador,ECU,2020-06-09,483.42857,,5033.90521535219,2479.76921975862,9578.46806918633
Ecuador,ECU,2020-06-10,500.42857,,5240.93472959615,2580.58338557949,9978.14360493199
Ecuador,ECU,2020-06-11,496.28571,,5217.97674727353,2566.79218407081,9938.59713016262
Ecuador,ECU,2020-06-12,496.28571,,5227.2392469738,2569.77120654707,9958.91252509729
Ecuador,ECU,2020-06-13,600.42857,,6319.89294339452,3106.07298518564,12044.3480177599
Ecuador,ECU,2020-06-14,518.28571,,5436.90291605985,2673.45548229631,10362.2488383055
Ecuador,ECU,2020-06-15,518.71429,,5407.29431934552,2659.11515107101,10299.6238784826
Ecuador,ECU,2020-06-16,563.42857,,5818.75136862607,2864.14426187783,11072.6559865516
Ecuador,ECU,2020-06-17,575.14286,,5865.85592613888,2888.53248666492,11149.459302505
Ecuador,ECU,2020-06-18,578.57143,,5808.81512996019,2862.69610426605,11034.4424508353
Ecuador,ECU,2020-06-19,665.28571,,6554.44221329771,3234.18743279504,12439.2626418607
Ecuador,ECU,2020-06-20,564.71429,,5442.65306810425,2685.97336949605,10327.4694533464
Ecuador,ECU,2020-06-21,546.71429,,5139.46404567815,2537.63689692605,9749.43368257831
Ecuador,ECU,2020-06-22,555.57143,,5080.18566003008,2507.59824545416,9631.68475274967
Ecuador,ECU,2020-06-23,474,,4205.47094185437,2073.67801006454,7973.92724875249
Ecuador,ECU,2020-06-24,528.57143,,4540.19795880841,2235.13137643918,8610.07409692963
Ecuador,ECU,2020-06-25,549.14286,,4557.95799502073,2241.88006309238,8649.397817056
Ecuador,ECU,2020-06-26,579.85714,,4643.52005300598,2280.89340981494,8890.13964240628
Ecuador,ECU,2020-06-27,589.28571,,4547.56271078904,2231.30714706611,8760.6642544825
Ecuador,ECU,2020-06-28,627.28571,,4661.09520285074,2283.30350551057,8988.84764347057
Ecuador,ECU,2020-06-29,659.28571,,4714.84675342746,2306.04935595681,9103.17207854968
Ecuador,ECU,2020-06-30,717.85714,,4940.35136635392,2414.94049969495,9551.53033824412
Ecuador,ECU,2020-07-01,684.14286,,4532.03669778778,2216.5209284305,8767.70116207573
Ecuador,ECU,2020-07-02,846.14286,,5398.24852285632,2640.19006376523,10443.6972736166
Ecuador,ECU,2020-07-03,901.71429,,5544.9776539652,2711.84718204992,10728.832025135
Ecuador,ECU,2020-07-04,971.57143,,5764.96287407033,2820.08533502332,11143.6000435526
Ecuador,ECU,2020-07-05,994.42857,,5701.00225095601,2790.67108674812,11020.6488771396
Ecuador,ECU,2020-07-06,957.57143,,5311.88791852607,2602.25971566208,10270.0220877206
Ecuador,ECU,2020-07-07,959.28571,,5157.47713300477,2527.76537155664,9985.50828446266
Ecuador,ECU,2020-07-08,973.28571,,5080.46165392068,2491.86586945143,9846.75608243983
Ecuador,ECU,2020-07-09,852,,4325.89271270699,2122.9735409521,8390.4337708074
Ecuador,ECU,2020-07-10,792.85714,,3923.10020934487,1926.12473759545,7603.73838324172
Ecuador,ECU,2020-07-11,734.85714,,3550.3730617701,1743.834722584,6875.76056051853
Ecuador,ECU,2020-07-12,810.57143,,3831.24387750673,1881.80867285118,7418.28934192872
Ecuador,ECU,2020-07-13,844.57143,,3912.88239707774,1921.46994667316,7575.12606190628
Ecuador,ECU,2020-07-14,868.42857,,3951.17510485699,1939.65965256826,7603.23477193951
Ecuador,ECU,2020-07-15,903.57143,,4044.66932485967,1983.61444003952,7731.62660318241
Ecuador,ECU,2020-07-16,872.57143,,3849.63632978056,1887.60809573467,7362.63041242577
Ecuador,ECU,2020-07-17,906.71429,,3949.3329646812,1936.52359662894,7552.19595262712
Ecuador,ECU,2020-07-18,949,,4087.45681276659,2003.35360807806,7825.41369930571
Ecuador,ECU,2020-07-19,881.85714,,3761.63877892316,1842.57263931374,7212.91864900222
Ecuador,ECU,2020-07-20,877.57143,,3712.51622062378,1816.0946498504,7125.72371948499
Ecuador,ECU,2020-07-21,880.14286,,3697.57179389375,1807.34684663498,7105.39086531209
Ecuador,ECU,2020-07-22,949.57143,,3966.35712485413,1937.30093845543,7631.67382605705
Ecuador,ECU,2020-07-23,989.71429,,4114.82827746504,2009.49591365801,7921.76355565358
Ecuador,ECU,2020-07-24,969,,4013.95786316233,1959.91347339812,7729.96756659779
Ecuador,ECU,2020-07-25,943.57143,,3897.74277952133,1905.51314393713,7506.9189489802
Ecuador,ECU,2020-07-26,950.57143,,3918.76498848641,1917.45794163001,7541.34382954513
Ecuador,ECU,2020-07-27,954.42857,,3929.39925644362,1923.62344834438,7554.65387184136
Ecuador,ECU,2020-07-28,934.42857,,3844.10799462624,1882.78771288957,7385.29527604172
Ecuador,ECU,2020-07-29,866,,3561.57438069502,1746.33500198722,6836.48411833603
Ecuador,ECU,2020-07-30,848,,3487.90609695353,1710.35189750601,6689.93115060935
Ecuador,ECU,2020-07-31,888.85714,,3657.46664717472,1793.91827650829,7011.84657337857
Ecuador,ECU,2020-08-01,900.85714,,3709.25504767357,1818.88569956377,7114.11422806797
Ecuador,ECU,2020-08-02,885.14286,,3647.5487135669,1786.24828009772,7003.78768782091
Ecuador,ECU,2020-08-03,832.85714,,3435.30129085456,1679.99412866947,6611.57233095104
Ecuador,ECU,2020-08-04,840,,3468.24472906127,1689.57812935623,6691.44837702347
Ecuador,ECU,2020-08-05,812,,3356.10353154242,1625.29555266541,6500.75503341576
Ecuador,ECU,2020-08-06,810.42857,,3353.07733422487,1614.83339087549,6533.64289950795
Ecuador,ECU,2020-08-07,881,,3648.76444522828,1743.27824880281,7142.82850071923
Ecuador,ECU,2020-08-08,944.85714,,3917.1025597401,1855.35378316962,7725.48916626459
Ecuador,ECU,2020-08-09,1048.57143,,4351.23521150056,2041.02620229338,8668.76731219139
Ecuador,ECU,2020-08-10,1133.57143,,4708.35287432334,2185.67089335801,9473.45059280692
Ecuador,ECU,2020-08-11,1094.28571,,4549.38103538585,2089.11447365002,9278.50803303501
Ecuador,ECU,2020-08-12,1085.71429,,,,
Ecuador,ECU,2020-08-13,1177.71429,,,,
Ecuador,ECU,2020-08-14,1115.14286,,,,
Ecuador,ECU,2020-08-15,1062.85714,,,,
Ecuador,ECU,2020-08-16,1016.57143,,,,
Ecuador,ECU,2020-08-17,1011.85714,,,,
Ecuador,ECU,2020-08-18,1007.14286,,,,
Ecuador,ECU,2020-08-19,1054,,,,
Ecuador,ECU,2020-08-20,1052.14286,,,,
Ecuador,ECU,2020-08-21,1023.57143,,,,
Ecuador,ECU,2020-08-22,1010.28571,,,,
Ecuador,ECU,2020-08-23,914.42857,,,,
Ecuador,ECU,2020-08-24,889.57143,,,,
Ecuador,ECU,2020-08-25,934,,,,
Ecuador,ECU,2020-08-26,869.85714,,,,
Ecuador,ECU,2020-08-27,867.71429,,,,
Ecuador,ECU,2020-08-28,815.85714,,,,
Ecuador,ECU,2020-08-29,808.57143,,,,
Ecuador,ECU,2020-08-30,831,,,,
Ecuador,ECU,2020-08-31,839.85714,,,,
Ecuador,ECU,2020-09-01,782.57143,,,,
Ecuador,ECU,2020-09-02,754.14286,,,,
Ecuador,ECU,2020-09-03,701.14286,,,,
Ecuador,ECU,2020-09-04,734.42857,,,,
Ecuador,ECU,2020-09-05,719.14286,,,,
Ecuador,ECU,2020-09-06,734.14286,,,,
Ecuador,ECU,2020-09-07,-552,,,,
Ecuador,ECU,2020-09-08,-525,,,,
Ecuador,ECU,2020-09-09,-507.42857,,,,
Ecuador,ECU,2020-09-10,-470.14286,,,,
Ecuador,ECU,2020-09-11,-450.57143,,,,
Ecuador,ECU,2020-09-12,-349,,,,
Ecuador,ECU,2020-09-13,-227.71429,,,,
Ecuador,ECU,2020-09-14,1258.57143,,,,
Ecuador,ECU,2020-09-15,1259.85714,,,,
Ecuador,ECU,2020-09-16,1256.57143,,,,
Ecuador,ECU,2020-09-17,1337,,,,
Ecuador,ECU,2020-09-18,1293,,,,
Ecuador,ECU,2020-09-19,1342.42857,,,,
Ecuador,ECU,2020-09-20,1309.85714,,,,
Ecuador,ECU,2020-09-21,1117.85714,,,,
Ecuador,ECU,2020-09-22,1114.28571,,,,
Ecuador,ECU,2020-09-23,1155.71429,,,,
Ecuador,ECU,2020-09-24,1195.28571,,,,
Ecuador,ECU,2020-09-25,1269.85714,,,,
Ecuador,ECU,2020-09-26,1192.28571,,,,
Ecuador,ECU,2020-09-27,1194.42857,,,,
Ecuador,ECU,2020-09-28,1189.71429,,,,
Ecuador,ECU,2020-09-29,1179.14286,,,,
Ecuador,ECU,2020-09-30,1158,,,,
Ecuador,ECU,2020-10-01,1022.14286,,,,
Ecuador,ECU,2020-10-02,1062.57143,,,,
Ecuador,ECU,2020-10-03,1008.42857,,,,
Ecuador,ECU,2020-10-04,910,,,,
Ecuador,ECU,2020-10-05,898.14286,,,,
Ecuador,ECU,2020-10-06,910.57143,,,,
Ecuador,ECU,2020-10-07,901,,,,
Ecuador,ECU,2020-10-08,926.28571,,,,
Ecuador,ECU,2020-10-09,923,,,,
Ecuador,ECU,2020-10-10,902,,,,
Ecuador,ECU,2020-10-11,925.28571,,,,
Ecuador,ECU,2020-10-12,857,,,,
Ecuador,ECU,2020-10-13,853.71429,,,,
Ecuador,ECU,2020-10-14,873.57143,,,,
Ecuador,ECU,2020-10-15,793.14286,,,,
Ecuador,ECU,2020-10-16,759.28571,,,,
Ecuador,ECU,2020-10-17,830.14286,,,,
Ecuador,ECU,2020-10-18,799.14286,,,,
Ecuador,ECU,2020-10-19,893.71429,,,,
Ecuador,ECU,2020-10-20,872.57143,,,,
Ecuador,ECU,2020-10-21,849.14286,,,,
Ecuador,ECU,2020-10-22,934.57143,,,,
Ecuador,ECU,2020-10-23,870.14286,,,,
Ecuador,ECU,2020-10-24,944.42857,,,,
Ecuador,ECU,2020-10-25,1027.42857,,,,
Ecuador,ECU,2020-10-26,1192.28571,,,,
Ecuador,ECU,2020-10-27,1250.71429,,,,
Ecuador,ECU,2020-10-28,1296.71429,,,,
Ecuador,ECU,2020-10-29,1326.14286,,,,
Ecuador,ECU,2020-10-30,1407.28571,,,,
Ecuador,ECU,2020-10-31,1268.14286,,,,
Ecuador,ECU,2020-11-01,1225.42857,,,,
Ecuador,ECU,2020-11-02,1079.85714,,,,
Ecuador,ECU,2020-11-03,1054.85714,,,,
Ecuador,ECU,2020-11-04,988.28571,,,,
Ecuador,ECU,2020-11-05,932.14286,,,,
Ecuador,ECU,2020-11-06,783,,,,
Ecuador,ECU,2020-11-07,765.85714,,,,
Ecuador,ECU,2020-11-08,756.28571,,,,
Ecuador,ECU,2020-11-09,816.14286,,,,
Ecuador,ECU,2020-11-10,815.28571,,,,
Ecuador,ECU,2020-11-11,800.14286,,,,
Egypt,EGY,2020-01-02,0,,,,
Egypt,EGY,2020-01-03,0,,,,
Egypt,EGY,2020-01-04,0,,,,
Egypt,EGY,2020-01-05,0,,,,
Egypt,EGY,2020-01-06,0,,,,
Egypt,EGY,2020-01-07,0,,,,
Egypt,EGY,2020-01-08,0,,,,
Egypt,EGY,2020-01-09,0,,,,
Egypt,EGY,2020-01-10,0,,,,
Egypt,EGY,2020-01-11,0,,,,
Egypt,EGY,2020-01-12,0,,,,
Egypt,EGY,2020-01-13,0,,,,
Egypt,EGY,2020-01-14,0,,,,
Egypt,EGY,2020-01-15,0,,,,
Egypt,EGY,2020-01-16,0,,,,
Egypt,EGY,2020-01-17,0,,,,
Egypt,EGY,2020-01-18,0,,,,
Egypt,EGY,2020-01-19,0,,,,
Egypt,EGY,2020-01-20,0,,,,
Egypt,EGY,2020-01-21,0,,,,
Egypt,EGY,2020-01-22,0,,,,
Egypt,EGY,2020-01-23,0,,,,
Egypt,EGY,2020-01-24,0,,,,
Egypt,EGY,2020-01-25,0,,,,
Egypt,EGY,2020-01-26,0,,,,
Egypt,EGY,2020-01-27,0,,,,
Egypt,EGY,2020-01-28,0,,,,
Egypt,EGY,2020-01-29,0,,,,
Egypt,EGY,2020-01-30,0,,,,
Egypt,EGY,2020-01-31,0,,,,
Egypt,EGY,2020-02-01,0,,,,
Egypt,EGY,2020-02-02,0,,,,
Egypt,EGY,2020-02-03,0,,,,
Egypt,EGY,2020-02-04,0,,,,
Egypt,EGY,2020-02-05,0,,,,
Egypt,EGY,2020-02-06,0,,,,
Egypt,EGY,2020-02-07,0,,,,
Egypt,EGY,2020-02-08,0,,,,
Egypt,EGY,2020-02-09,0,,,,
Egypt,EGY,2020-02-10,0,,,,
Egypt,EGY,2020-02-11,0,,,,
Egypt,EGY,2020-02-12,0,,,,
Egypt,EGY,2020-02-13,0,,,,
Egypt,EGY,2020-02-14,0,,,,
Egypt,EGY,2020-02-15,0.14286,,,,
Egypt,EGY,2020-02-16,0.14286,,,,
Egypt,EGY,2020-02-17,0.14286,,,,
Egypt,EGY,2020-02-18,0.14286,,,,
Egypt,EGY,2020-02-19,0.14286,,,,
Egypt,EGY,2020-02-20,0.14286,,,,
Egypt,EGY,2020-02-21,0.14286,,,,
Egypt,EGY,2020-02-22,0,,,,
Egypt,EGY,2020-02-23,0,,,,
Egypt,EGY,2020-02-24,0,,,,
Egypt,EGY,2020-02-25,0,,,,
Egypt,EGY,2020-02-26,0,,,,
Egypt,EGY,2020-02-27,0,,,,
Egypt,EGY,2020-02-28,0,,,,
Egypt,EGY,2020-02-29,0,,,,
Egypt,EGY,2020-03-01,0,,,,
Egypt,EGY,2020-03-02,0.14286,,,,
Egypt,EGY,2020-03-03,0.16667,,,,
Egypt,EGY,2020-03-04,0.2,,,,
Egypt,EGY,2020-03-05,0.25,,,,
Egypt,EGY,2020-03-06,0.5,,,,
Egypt,EGY,2020-03-07,3.5,,,,
Egypt,EGY,2020-03-08,4.66667,,,,
Egypt,EGY,2020-03-09,15.66667,,,,
Egypt,EGY,2020-03-10,13.25,,163.729458033511,67.5813432519255,380.865117334732
Egypt,EGY,2020-03-11,11.4,,179.564085632299,74.5498266280277,412.838121815202
Egypt,EGY,2020-03-12,9.66667,,186.036537733543,77.7324505639304,422.314026182691
Egypt,EGY,2020-03-13,12.83333,,251.049166365993,105.668455041903,563.074595156609
Egypt,EGY,2020-03-14,13,,258.056498904655,109.476881288021,571.636979803377
Egypt,EGY,2020-03-15,11.14286,,261.358558018939,111.687230111897,572.150090801513
Egypt,EGY,2020-03-16,8.71429,,206.582695477872,89.0355185090737,446.60692018778
Egypt,EGY,2020-03-17,10.14286,,242.522819232494,105.689564466817,518.36988108473
Egypt,EGY,2020-03-18,15.28571,,367.798782074787,161.831823671494,777.260613712668
Egypt,EGY,2020-03-19,19.42857,,469.326368595602,208.189384082273,983.19632974684
Egypt,EGY,2020-03-20,18.57143,,449.271229077215,200.798973895395,931.558377732757
Egypt,EGY,2020-03-21,23.28571,,562.764566234888,253.547898886201,1157.05218816255
Egypt,EGY,2020-03-22,27.42857,,660.519488562399,300.038070900126,1346.98196660821
Egypt,EGY,2020-03-23,26.28571,,629.088549649792,288.014130403381,1274.06767109657
Egypt,EGY,2020-03-24,28.71429,,681.161722450205,313.878772912693,1369.9563772702
Egypt,EGY,2020-03-25,28.57143,,670.048575764396,310.812525478436,1338.97755088058
Egypt,EGY,2020-03-26,35.14286,,812.651139401403,379.117816026938,1614.45747827988
Egypt,EGY,2020-03-27,35.14286,,799.211399600415,374.61627073371,1580.26073058941
Egypt,EGY,2020-03-28,34.14286,,761.685565027617,358.004382809245,1501.22984096886
Egypt,EGY,2020-03-29,35.85714,,782.746527952273,369.183572125638,1538.97083774155
Egypt,EGY,2020-03-30,40.28571,,858.483772969241,405.846775476267,1684.54370029604
Egypt,EGY,2020-03-31,40.28571,,836.109513112469,395.84249333834,1637.79330957043
Egypt,EGY,2020-04-01,41.42857,,835.592065993348,396.350273806293,1634.20955071246
Egypt,EGY,2020-04-02,38.28571,,748.886710414691,355.625345481179,1464.0952931929
Egypt,EGY,2020-04-03,46.14286,,873.645037823614,415.270369383157,1707.28886851577
Egypt,EGY,2020-04-04,40.57143,,742.217513424257,352.929916479028,1450.38976619598
Egypt,EGY,2020-04-05,64.14286,,1132.02284296475,538.614785320879,2213.02669047726
Egypt,EGY,2020-04-06,70.57143,,1199.77948784543,571.398601343374,2345.69311769325
Egypt,EGY,2020-04-07,66.28571,,1084.23325964683,516.57145635052,2117.71137310089
Egypt,EGY,2020-04-08,95.14286,,1495.68467987617,713.255638747855,2917.59320790241
Egypt,EGY,2020-04-09,121.42857,,1833.01516010513,874.703805827677,3572.40780356562
Egypt,EGY,2020-04-10,131.42857,,1903.77608778271,908.595356600456,3709.13764689413
Egypt,EGY,2020-04-11,145,,2014.45169584279,962.82373240252,3919.54398862274
Egypt,EGY,2020-04-12,136.28571,,1815.38802908877,868.292697696554,3528.46156040842
Egypt,EGY,2020-04-13,142.14286,,1815.17719499734,869.175119932059,3526.71005984173
Egypt,EGY,2020-04-14,159.57143,,1953.65446269124,936.32310603653,3795.01478156182
Egypt,EGY,2020-04-15,146.85714,,1724.20990880078,827.015473575887,3347.84853698477
Egypt,EGY,2020-04-16,135,,1520.56871974932,729.909229661347,2949.55585498161
Egypt,EGY,2020-04-17,139.14286,,1504.37406094828,722.777934163214,2914.98495202969
Egypt,EGY,2020-04-18,150,,1557.82929898613,748.870052399273,3016.36582746282
Egypt,EGY,2020-04-19,156.14286,,1559.04880609682,750.356386876878,3015.56641004212
Egypt,EGY,2020-04-20,154.14286,,1481.16089038433,713.370491622233,2861.56051577684
Egypt,EGY,2020-04-21,163.28571,,1511.66304748981,728.398129843281,2918.10756040075
Egypt,EGY,2020-04-22,162.85714,,1454.37234007933,701.161448052411,2806.45291313461
Egypt,EGY,2020-04-23,140.71429,,1213.80691772777,585.53881188057,2340.80333416167
Egypt,EGY,2020-04-24,140.85714,,1175.31340810329,567.976272624581,2264.37045298912
Egypt,EGY,2020-04-25,178.28571,,1441.15449351933,696.522781907251,2782.24739641764
Egypt,EGY,2020-04-26,183.85714,,1442.04021220577,697.339286477256,2797.25410366164
Egypt,EGY,2020-04-27,167.85714,,1279.53704409372,619.026132210061,2493.21569218512
Egypt,EGY,2020-04-28,207,,1536.15327635615,743.72705277563,2999.15756319277
Egypt,EGY,2020-04-29,221.71429,,1604.5788606031,777.16078053334,3130.86732510792
Egypt,EGY,2020-04-30,254,,1795.86210507611,870.331374006556,3497.56956927865
Egypt,EGY,2020-05-01,268.28571,,1856.46742733509,900.324790295995,3613.95626183101
Egypt,EGY,2020-05-02,257.57143,,1747.52336092903,847.79813414719,3398.63773914771
Egypt,EGY,2020-05-03,267.71429,,1784.12539030861,866.161145243782,3467.0475895218
Egypt,EGY,2020-05-04,306.57143,,2010.51501363922,976.618870233459,3904.70695591001
Egypt,EGY,2020-05-05,290.14286,,1875.87354588897,911.943331388512,3638.41659042251
Egypt,EGY,2020-05-06,308.42857,,1969.48327016078,958.532182986305,3817.09580035474
Egypt,EGY,2020-05-07,331.42857,,2094.00911430324,1019.69882085421,4053.49431323697
Egypt,EGY,2020-05-08,349.14286,,2186.5555837585,1065.54988169792,4228.2222337659
Egypt,EGY,2020-05-09,368.71429,,2292.89866599766,1118.19446844441,4428.69140957666
Egypt,EGY,2020-05-10,395.85714,,2448.66484295703,1190.47257153612,4725.04767281006
Egypt,EGY,2020-05-11,419.28571,,2584.2929164896,1255.80384379405,4982.60867852813
Egypt,EGY,2020-05-12,419,,2577.5980871766,1253.09291527391,4965.94510620555
Egypt,EGY,2020-05-13,413.14286,,2540.87713175183,1235.57293051506,4890.53872463331
Egypt,EGY,2020-05-14,406.14286,,2501.13625688102,1217.1809807109,4811.02666086758
Egypt,EGY,2020-05-15,406.85714,,2512.73591329736,1224.13590128595,4828.1979690615
Egypt,EGY,2020-05-16,393.14286,,2438.65323276024,1188.96791811217,4681.13358148926
Egypt,EGY,2020-05-17,393.57143,,2455.49225302785,1197.94319987947,4710.67994852415
Egypt,EGY,2020-05-18,404.14286,,2539.56425376249,1239.51200639652,4868.83346948277
Egypt,EGY,2020-05-19,431.14286,,2732.21756734513,1334.20076255055,5234.63505453981
Egypt,EGY,2020-05-20,484.42857,,3099.70664103333,1514.40586887075,5931.56471211229
Egypt,EGY,2020-05-21,542.57143,,3509.40051790433,1715.53643038508,6708.83271469633
Egypt,EGY,2020-05-22,596.28571,,3902.70656645311,1909.33801038441,7457.26728067373
Egypt,EGY,2020-05-23,651.14286,,4316.46517704595,2113.35304603984,8239.40990821395
Egypt,EGY,2020-05-24,699.14286,,4698.05105091499,2302.09653526509,8964.61592975576
Egypt,EGY,2020-05-25,719.42857,,4903.98905209975,2412.92358991669,9347.01511251489
Egypt,EGY,2020-05-26,743.28571,,5142.62986059417,2535.33119610598,9801.5990716473
Egypt,EGY,2020-05-27,753.14286,,5291.48854899814,2611.37931413968,10086.8894826913
Egypt,EGY,2020-05-28,776.71429,,5543.43765183889,2736.89218450726,10532.0306016796
Egypt,EGY,2020-05-29,827.14286,,5997.96714582568,2962.12385060942,11352.0161361976
Egypt,EGY,2020-05-30,899.42857,,6627.10063022597,3275.13579647583,12496.7641700849
Egypt,EGY,2020-05-31,976.57143,,7310.72549937129,3615.23685888321,13738.1217112089
Egypt,EGY,2020-06-01,1102.85714,,8386.5117657055,4148.3727460019,15739.6299996146
Egypt,EGY,2020-06-02,1202.42857,,9284.78253739362,4595.42513451401,17431.3058799542
Egypt,EGY,2020-06-03,1254.28571,,9829.78009665437,4866.75234436462,18446.1043754082
Egypt,EGY,2020-06-04,1278.42857,,10162.14766889,5032.78049386456,19067.7455809484
Egypt,EGY,2020-06-05,1282,,10328.3213040519,5117.34157826675,19378.5302674404
Egypt,EGY,2020-06-06,1290.42857,,10527.5545301054,5216.95366319269,19754.3049017547
Egypt,EGY,2020-06-07,1309,,10803.2684787812,5354.19145499209,20276.8608640658
Egypt,EGY,2020-06-08,1299.14286,,10834.8106184607,5371.21027336848,20337.4550721894
Egypt,EGY,2020-06-09,1294.28571,,10895.1105806463,5401.8192878526,20452.1183349707
Egypt,EGY,2020-06-10,1327.57143,,11265.5289496484,5585.07547378043,21143.8790947056
Egypt,EGY,2020-06-11,1381.28571,,11800.4556022671,5851.91272720251,22159.0718112878
Egypt,EGY,2020-06-12,1422.71429,,12219.7707479223,6058.95578552399,22942.929919777
Egypt,EGY,2020-06-13,1455.57143,,12551.7706567366,6226.46201641298,23560.0670305835
Egypt,EGY,2020-06-14,1481.14286,,12805.1447817834,6352.45721283141,24035.2943956341
Egypt,EGY,2020-06-15,1502.71429,,13006.7982071467,6452.46203546253,24414.8323067298
Egypt,EGY,2020-06-16,1549.28571,,13406.973207229,6649.85283375715,25165.1412315402
Egypt,EGY,2020-06-17,1575.28571,,13610.58265375,6753.25307941105,25543.6586876652
Egypt,EGY,2020-06-18,1562.14286,,13458.3041015647,6679.63501311587,25258.663664545
