Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
Belgium,BEL,2020-08-11,631.42857,,709.57,181.752183429271,2258,1285.25847229786
Belgium,BEL,2020-08-12,617.71429,,695.94,164.423533855252,2355,
Belgium,BEL,2020-08-13,595.14286,,684.43,149.457152312797,2453,
Belgium,BEL,2020-08-14,580.85714,,661.16,136.762404439043,2552,
Belgium,BEL,2020-08-15,554.57143,,645.51,126.215390078514,2652,
Belgium,BEL,2020-08-16,534.42857,,628.57,117.680833901627,2752,
Belgium,BEL,2020-08-17,535.85714,,609.06,111.026431307448,2854,
Belgium,BEL,2020-08-18,512.14286,,604.41,106.133727130909,2958,
Belgium,BEL,2020-08-19,513.14286,,599.8,102.904522989163,3064,
Belgium,BEL,2020-08-20,513.57143,,591.16,101.264086218384,3173,
Belgium,BEL,2020-08-21,501,,589.3,101.16413340512,3286,
Belgium,BEL,2020-08-22,490,,578.97,102.584337901871,3402,
Belgium,BEL,2020-08-23,495.71429,,570.7,105.530431122395,3522,
Belgium,BEL,2020-08-24,493.28571,,571.03,110.037249720216,3646,
Belgium,BEL,2020-08-25,479,,572.49,116.169406919087,3775,
Belgium,BEL,2020-08-26,450.71429,,572.3,124.014329595816,3910,
Belgium,BEL,2020-08-27,438.42857,,565.59,133.674266164851,4049,
Belgium,BEL,2020-08-28,431.85714,,559.55,145.256267484971,4194,
Belgium,BEL,2020-08-29,446.71429,,557.75,158.859543028672,4344,
Belgium,BEL,2020-08-30,445.57143,,547.25,174.562314168571,4499,
Belgium,BEL,2020-08-31,445.85714,,550.04,192.413238117605,4659,
Belgium,BEL,2020-09-01,449.71429,,553.66,212.428973683393,4824,
Belgium,BEL,2020-09-02,455.14286,,565.06,234.594052063694,4994,
Belgium,BEL,2020-09-03,462,,589.74,258.867592726846,5169,
Belgium,BEL,2020-09-04,482.28571,,616.8,285.190178440778,5347,
Belgium,BEL,2020-09-05,498.57143,,647.42,313.483328224689,5529,
Belgium,BEL,2020-09-06,516.71429,,681.99,343.66268404859,5714,
Belgium,BEL,2020-09-07,522.14286,,721.88,375.663661036484,5901,
Belgium,BEL,2020-09-08,562.71429,,771.13,409.464044322694,6090,
Belgium,BEL,2020-09-09,606.42857,,812.98,445.107870863524,6281,
Belgium,BEL,2020-09-10,670.71429,,849.03,482.743878848172,6472,
Belgium,BEL,2020-09-11,737.28571,,888.9,522.646090387569,6663,
Belgium,BEL,2020-09-12,816.71429,,932.62,565.226412995861,6854,
Belgium,BEL,2020-09-13,858.85714,,978.94,611.046575858459,7042,
Belgium,BEL,2020-09-14,879.71429,,1038.18,660.814860148546,7228,
Belgium,BEL,2020-09-15,995.14286,,1117.81,715.361196763169,7410,
Belgium,BEL,2020-09-16,1103.28571,,1184.18,775.603856198327,7589,
Belgium,BEL,2020-09-17,1234.42857,,1284.37,842.506727769088,7764,
Belgium,BEL,2020-09-18,1321.28571,,1398.42,916.999802481163,7934,
Belgium,BEL,2020-09-19,1382,,1508.48,999.908147044516,8100,
Belgium,BEL,2020-09-20,1421.57143,,1644.86,1091.85559220895,8260,
Belgium,BEL,2020-09-21,1444.42857,,1802.04,1193.12686071152,8416,
Belgium,BEL,2020-09-22,1512.42857,,1994.75,1303.53874584814,8567,
Belgium,BEL,2020-09-23,1576.14286,,2182.38,1422.34645506736,8714,
Belgium,BEL,2020-09-24,1598.14286,,2370.31,1548.13833507734,8858,
Belgium,BEL,2020-09-25,1604.57143,,2572.15,1678.75127234795,8998,
Belgium,BEL,2020-09-26,1592.14286,,2771.71,1811.24331386977,9134,
Belgium,BEL,2020-09-27,1599.28571,,2974.77,1942.25687085481,9268,
Belgium,BEL,2020-09-28,1610.57143,,3202.37,2068.51057913596,9399,
Belgium,BEL,2020-09-29,1693.42857,,3474.15,2187.22478612449,9529,
Belgium,BEL,2020-09-30,1823.42857,,3732.61,2296.71298860616,9657,
Belgium,BEL,2020-10-01,1987.28571,,4069.38,2396.58011384621,9784,
Belgium,BEL,2020-10-02,2217.85714,,4436.84,2487.75216112011,9911,
Belgium,BEL,2020-10-03,2517.57143,,4850.64,2572.23956240011,10038,
Belgium,BEL,2020-10-04,2626.85714,,5289.78,2652.43868921771,10166,
Belgium,BEL,2020-10-05,2697.57143,,5790.21,2730.90467680283,,
Belgium,BEL,2020-10-06,3049.85714,,6324.73,2803.70672766698,,
Belgium,BEL,2020-10-07,3436,,6869.45,2881.08860723357,,
Belgium,BEL,2020-10-08,3944.57143,,7466.99,2964.02190453809,,
Belgium,BEL,2020-10-09,4398.28571,,8141.98,3053.58223184001,,
Belgium,BEL,2020-10-10,4979.14286,,8834.44,3151.38480284963,,
Belgium,BEL,2020-10-11,5350.57143,,9561.09,3265.94414002861,,
Belgium,BEL,2020-10-12,5546,,10377.72,3387.58565423374,,
Belgium,BEL,2020-10-13,6186.71429,,11241.3,3516.86329997186,,
Belgium,BEL,2020-10-14,7170.71429,,12161.85,3645.88129065492,,
Belgium,BEL,2020-10-15,7954.42857,,13147.5,3770.61064964414,,
Belgium,BEL,2020-10-16,8700.85714,,14201.39,3894.76889059405,,
Belgium,BEL,2020-10-17,9513.42857,,15357.61,4015.34540790653,,
Belgium,BEL,2020-10-18,10039.71429,,16595.59,4126.04076818733,,
Belgium,BEL,2020-10-19,10309.14286,,18017.75,4227.73309028392,,
Belgium,BEL,2020-10-20,11141.42857,,19435.74,4322.39954162599,,
Belgium,BEL,2020-10-21,12096.42857,,20777.56,4446.56912066789,,
Belgium,BEL,2020-10-22,12838.14286,,22053.34,4604.58938271277,,
Belgium,BEL,2020-10-23,13677,,23320.43,4771.8801789512,,
Belgium,BEL,2020-10-24,14448.14286,,24695.99,4951.62298934061,,
Belgium,BEL,2020-10-25,14956.85714,,26179.88,5141.24160662031,,
Belgium,BEL,2020-10-26,15043.14286,,27635.18,,,
Belgium,BEL,2020-10-27,15657.14286,,29067.49,,,
Belgium,BEL,2020-10-28,16074.71429,,30567.14,,,
Belgium,BEL,2020-10-29,16146.57143,,32227.68,,,
Belgium,BEL,2020-10-30,15774.14286,,34123.8,,,
Belgium,BEL,2020-10-31,15276.28571,,36178.17,,,
Belgium,BEL,2020-11-01,14526.57143,,38348.98,,,
Belgium,BEL,2020-11-02,14208,,,,,
Belgium,BEL,2020-11-03,13349.14286,,,,,
Belgium,BEL,2020-11-04,11898.28571,,,,,
Belgium,BEL,2020-11-05,10637,,,,,
Belgium,BEL,2020-11-06,9571.85714,,,,,
Belgium,BEL,2020-11-07,8308.71429,,,,,
Belgium,BEL,2020-11-08,7834,,,,,
Belgium,BEL,2020-11-09,7635.14286,,,,,
Belize,BLZ,2020-03-26,0.66667,,,,,
Belize,BLZ,2020-03-27,0.5,,,,,
Belize,BLZ,2020-03-28,0.4,,,,,
Belize,BLZ,2020-03-29,0.33333,,,,,
Belize,BLZ,2020-03-30,0.28571,,,,,
Belize,BLZ,2020-03-31,0.28571,,,,,
Belize,BLZ,2020-04-01,0.28571,,,,,
Belize,BLZ,2020-04-02,0.14286,,,,,
Belize,BLZ,2020-04-03,0.14286,,,,,
Belize,BLZ,2020-04-04,0.28571,,,,,
Belize,BLZ,2020-04-05,0.28571,,,,,
Belize,BLZ,2020-04-06,0.42857,,,,,
Belize,BLZ,2020-04-07,0.57143,,,,,
Belize,BLZ,2020-04-08,0.57143,,,,,
Belize,BLZ,2020-04-09,0.71429,,,,,
Belize,BLZ,2020-04-10,0.85714,,,,,
Belize,BLZ,2020-04-11,0.85714,,,,,
Belize,BLZ,2020-04-12,1.28571,,,,,
Belize,BLZ,2020-04-13,1.28571,,,,,
Belize,BLZ,2020-04-14,1.57143,,,,,
Belize,BLZ,2020-04-15,1.57143,,,,,
Belize,BLZ,2020-04-16,1.42857,,,,,
Belize,BLZ,2020-04-17,1.28571,,,,,
Belize,BLZ,2020-04-18,1.14286,,,,,
Belize,BLZ,2020-04-19,0.71429,,,,,
Belize,BLZ,2020-04-20,0.57143,,,,,
Belize,BLZ,2020-04-21,0,,,,,
Belize,BLZ,2020-04-22,0,,,,,
Belize,BLZ,2020-04-23,0,,,,,
Belize,BLZ,2020-04-24,0,,,,,
Belize,BLZ,2020-04-25,0,,,,,
Belize,BLZ,2020-04-26,0,,,,,
Belize,BLZ,2020-04-27,0,,,,,
Belize,BLZ,2020-04-28,0,,,,,
Belize,BLZ,2020-04-29,0,,,,,
Belize,BLZ,2020-04-30,0,,,,,
Belize,BLZ,2020-05-01,0,,,,,
Belize,BLZ,2020-05-02,0,,,,,
Belize,BLZ,2020-05-03,0,,,,,
Belize,BLZ,2020-05-04,0,,,,,
Belize,BLZ,2020-05-05,0,,,,,
Belize,BLZ,2020-05-06,0,,,,,
Belize,BLZ,2020-05-07,0,,,,,
Belize,BLZ,2020-05-08,0,,,,,
Belize,BLZ,2020-05-09,0,,,,,
Belize,BLZ,2020-05-10,0,,,,,
Belize,BLZ,2020-05-11,0,,,,,
Belize,BLZ,2020-05-12,0,,,,,
Belize,BLZ,2020-05-13,0,,,,,
Belize,BLZ,2020-05-14,0,,,,,
Belize,BLZ,2020-05-15,0,,,,,
Belize,BLZ,2020-05-16,0,,,,,
Belize,BLZ,2020-05-17,0,,,,,
Belize,BLZ,2020-05-18,0,,,,,
Belize,BLZ,2020-05-19,0,,,,,
Belize,BLZ,2020-05-20,0,,,,,
Belize,BLZ,2020-05-21,0,,,,,
Belize,BLZ,2020-05-22,0,,,,,
Belize,BLZ,2020-05-23,0,,,,,
Belize,BLZ,2020-05-24,0,,,,,
Belize,BLZ,2020-05-25,0,,,,,
Belize,BLZ,2020-05-26,0,,,,,
Belize,BLZ,2020-05-27,0,,,,,
Belize,BLZ,2020-05-28,0,,,,,
Belize,BLZ,2020-05-29,0,,,,,
Belize,BLZ,2020-05-30,0,,,,,
Belize,BLZ,2020-05-31,0,,,,,
Belize,BLZ,2020-06-01,0,,,,,
Belize,BLZ,2020-06-02,0,,,,,
Belize,BLZ,2020-06-03,0,,,,,
Belize,BLZ,2020-06-04,0,,,,,
Belize,BLZ,2020-06-05,0,,,,,
Belize,BLZ,2020-06-06,0,,,,,
Belize,BLZ,2020-06-07,0,,,,,
Belize,BLZ,2020-06-08,0,,,,,
Belize,BLZ,2020-06-09,0.14286,,,,,
Belize,BLZ,2020-06-10,0.28571,,,,,
Belize,BLZ,2020-06-11,0.28571,,,,,
Belize,BLZ,2020-06-12,0.28571,,,,,
Belize,BLZ,2020-06-13,0.28571,,,,,
Belize,BLZ,2020-06-14,0.28571,,,,,
Belize,BLZ,2020-06-15,0.42857,,,,,
Belize,BLZ,2020-06-16,0.28571,,,,,
Belize,BLZ,2020-06-17,0.14286,,,,,
Belize,BLZ,2020-06-18,0.28571,,,,,
Belize,BLZ,2020-06-19,0.28571,,,,,
Belize,BLZ,2020-06-20,0.28571,,,,,
Belize,BLZ,2020-06-21,0.28571,,0,,,
Belize,BLZ,2020-06-22,0.14286,,0.57,,,
Belize,BLZ,2020-06-23,0.28571,,0.36,,,
Belize,BLZ,2020-06-24,0.28571,,0.71,,,
Belize,BLZ,2020-06-25,0.14286,,0.84,,,
Belize,BLZ,2020-06-26,0.14286,,0.87,,,
Belize,BLZ,2020-06-27,0.28571,,0.93,,,
Belize,BLZ,2020-06-28,0.28571,,1.2,,,
Belize,BLZ,2020-06-29,0.28571,,1.26,,,
Belize,BLZ,2020-06-30,0.14286,,1.47,,,
Belize,BLZ,2020-07-01,0.71429,,1.54,,,
Belize,BLZ,2020-07-02,0.71429,,1.97,,,
Belize,BLZ,2020-07-03,0.71429,,2.15,,,
Belize,BLZ,2020-07-04,0.85714,,2.76,,,
Belize,BLZ,2020-07-05,0.85714,,2.95,,,
Belize,BLZ,2020-07-06,0.85714,,3.57,,,
Belize,BLZ,2020-07-07,0.85714,,4.3,,,
Belize,BLZ,2020-07-08,0.28571,,4.66,,,
Belize,BLZ,2020-07-09,0.28571,,5.39,,,
Belize,BLZ,2020-07-10,0.71429,,6.52,,,
Belize,BLZ,2020-07-11,1,,6.72,,,
Belize,BLZ,2020-07-12,1,,8.1,,,
Belize,BLZ,2020-07-13,1,,9.05,,,
Belize,BLZ,2020-07-14,1,,10.45,,,
Belize,BLZ,2020-07-15,1.28571,,11.96,,,
Belize,BLZ,2020-07-16,1.28571,,14.68,,,
Belize,BLZ,2020-07-17,1,,16.26,,,
Belize,BLZ,2020-07-18,0.42857,,19.07,,,
Belize,BLZ,2020-07-19,0.42857,,21.5,,,
Belize,BLZ,2020-07-20,0.42857,,26.35,,,
Belize,BLZ,2020-07-21,0.71429,,30.01,,,
Belize,BLZ,2020-07-22,0.57143,,34.62,,,
Belize,BLZ,2020-07-23,0.57143,,39.06,,,
Belize,BLZ,2020-07-24,1,,44.54,,,
Belize,BLZ,2020-07-25,1.14286,,48.78,,,
Belize,BLZ,2020-07-26,1.14286,,55.96,,,
Belize,BLZ,2020-07-27,1.14286,,65.46,,,
Belize,BLZ,2020-07-28,0.85714,,76.22,,,
Belize,BLZ,2020-07-29,0.71429,,85,,,
Belize,BLZ,2020-07-30,0.71429,,96.11,,,
Belize,BLZ,2020-07-31,0.14286,,103.84,,,
Belize,BLZ,2020-08-01,0,,115.56,,,
Belize,BLZ,2020-08-02,1.14286,,135.42,,,
Belize,BLZ,2020-08-03,1.28571,,161.75,,,
Belize,BLZ,2020-08-04,1.28571,,183.53,,,
Belize,BLZ,2020-08-05,3.42857,,209.26,,,
Belize,BLZ,2020-08-06,5.42857,,230.4,,,
Belize,BLZ,2020-08-07,9.42857,,253.91,,,
Belize,BLZ,2020-08-08,14,,270.97,,,
Belize,BLZ,2020-08-09,13.85714,,276.9,,,
Belize,BLZ,2020-08-10,13.85714,,287.77,,,
Belize,BLZ,2020-08-11,17.14286,,289.25,,,
Belize,BLZ,2020-08-12,19.71429,,283.3,,,
Belize,BLZ,2020-08-13,30,,287.34,,,
Belize,BLZ,2020-08-14,34.57143,,282.16,,,
Belize,BLZ,2020-08-15,34.57143,,279.39,,,
Belize,BLZ,2020-08-16,42.71429,,281.04,,,
Belize,BLZ,2020-08-17,42.57143,,278.57,,,
Belize,BLZ,2020-08-18,42.57143,,274.11,,,
Belize,BLZ,2020-08-19,49,,273.61,,,
Belize,BLZ,2020-08-20,36.71429,,279.77,,,
Belize,BLZ,2020-08-21,35.57143,,289.64,,,
Belize,BLZ,2020-08-22,37.14286,,295.67,,,
Belize,BLZ,2020-08-23,30.85714,,301.78,,,
Belize,BLZ,2020-08-24,33.42857,,309.31,,,
Belize,BLZ,2020-08-25,34,,320.06,,,
Belize,BLZ,2020-08-26,25.28571,,323.45,,,
Belize,BLZ,2020-08-27,29.57143,,327.63,,,
Belize,BLZ,2020-08-28,30.42857,,332.42,,,
Belize,BLZ,2020-08-29,31.71429,,335.92,,,
Belize,BLZ,2020-08-30,42.28571,,340.37,,,
Belize,BLZ,2020-08-31,44,,342.58,,,
Belize,BLZ,2020-09-01,42,,350.83,,,
Belize,BLZ,2020-09-02,45.71429,,349.33,,,
Belize,BLZ,2020-09-03,48.71429,,352.34,,,
Belize,BLZ,2020-09-04,42.85714,,358.16,,,
Belize,BLZ,2020-09-05,40.28571,,358.88,,,
Belize,BLZ,2020-09-06,32.85714,,362.44,,,
Belize,BLZ,2020-09-07,38.14286,,368.82,,,
Belize,BLZ,2020-09-08,42.85714,,376.72,,,
Belize,BLZ,2020-09-09,44.42857,,382.21,,,
Belize,BLZ,2020-09-10,37.71429,,386.91,,,
Belize,BLZ,2020-09-11,40.14286,,387.47,,,
Belize,BLZ,2020-09-12,40.42857,,387.7,,,
Belize,BLZ,2020-09-13,37.71429,,389.69,,,
Belize,BLZ,2020-09-14,31.28571,,391.28,,,
Belize,BLZ,2020-09-15,27.71429,,393.08,,,
Belize,BLZ,2020-09-16,23.85714,,405.12,,,
Belize,BLZ,2020-09-17,24.42857,,415.21,,,
Belize,BLZ,2020-09-18,24,,425.02,,,
Belize,BLZ,2020-09-19,22.14286,,434.64,,,
Belize,BLZ,2020-09-20,21.14286,,434.36,,,
Belize,BLZ,2020-09-21,21,,448.95,,,
Belize,BLZ,2020-09-22,19.14286,,448.79,,,
Belize,BLZ,2020-09-23,20.14286,,426.36,,,
Belize,BLZ,2020-09-24,24.28571,,417.37,,,
Belize,BLZ,2020-09-25,27.28571,,414.11,,,
Belize,BLZ,2020-09-26,31.14286,,411.87,,,
Belize,BLZ,2020-09-27,31.28571,,417.33,,,
Belize,BLZ,2020-09-28,32.42857,,427.12,,,
Belize,BLZ,2020-09-29,36.57143,,428.36,,,
Belize,BLZ,2020-09-30,39.14286,,433.36,,,
Belize,BLZ,2020-10-01,40.85714,,442.99,,,
Belize,BLZ,2020-10-02,38.28571,,450.08,,,
Belize,BLZ,2020-10-03,38.85714,,455.74,,,
Belize,BLZ,2020-10-04,43.71429,,465.52,,,
Belize,BLZ,2020-10-05,48.85714,,473.52,,,
Belize,BLZ,2020-10-06,44.71429,,479.21,,,
Belize,BLZ,2020-10-07,42.85714,,487.34,,,
Belize,BLZ,2020-10-08,45.42857,,490.71,,,
Belize,BLZ,2020-10-09,49.57143,,494.88,,,
Belize,BLZ,2020-10-10,41.85714,,495.2,,,
Belize,BLZ,2020-10-11,42.28571,,502.52,,,
Belize,BLZ,2020-10-12,33,,512.59,,,
Belize,BLZ,2020-10-13,52.14286,,512.77,,,
Belize,BLZ,2020-10-14,48.85714,,490.33,,,
Belize,BLZ,2020-10-15,44.14286,,484.36,,,
Belize,BLZ,2020-10-16,44.14286,,494.65,,,
Belize,BLZ,2020-10-17,50.71429,,512.16,,,
Belize,BLZ,2020-10-18,49.71429,,522.71,,,
Belize,BLZ,2020-10-19,55.14286,,536.22,,,
Belize,BLZ,2020-10-20,37.71429,,537.8,,,
Belize,BLZ,2020-10-21,43,,553.69,,,
Belize,BLZ,2020-10-22,45.42857,,560.39,,,
Belize,BLZ,2020-10-23,44.71429,,571.81,,,
Belize,BLZ,2020-10-24,46,,586.02,,,
Belize,BLZ,2020-10-25,47.28571,,615.66,,,
Belize,BLZ,2020-10-26,47.42857,,638.99,,,
Belize,BLZ,2020-10-27,52.42857,,659.08,,,
Belize,BLZ,2020-10-28,49.42857,,686.88,,,
Belize,BLZ,2020-10-29,46.28571,,710.59,,,
Belize,BLZ,2020-10-30,55.28571,,732.31,,,
Belize,BLZ,2020-10-31,58.85714,,753.89,,,
Belize,BLZ,2020-11-01,50.85714,,776.86,,,
Belize,BLZ,2020-11-02,45.28571,,,,,
Belize,BLZ,2020-11-03,60.57143,,,,,
Belize,BLZ,2020-11-04,79.71429,,,,,
Belize,BLZ,2020-11-05,92,,,,,
Belize,BLZ,2020-11-06,85,,,,,
Belize,BLZ,2020-11-07,79.14286,,,,,
Belize,BLZ,2020-11-08,87.71429,,,,,
Belize,BLZ,2020-11-09,102,,,,,
Belize,BLZ,2020-11-10,86.57143,,,,,
Belize,BLZ,2020-11-11,89.14286,,,,,
Benin,BEN,2020-02-04,,,,0,,
Benin,BEN,2020-02-05,,,,0,,
Benin,BEN,2020-02-06,,,,0,,
Benin,BEN,2020-02-07,,,,0,,
Benin,BEN,2020-02-08,,,,0,,
Benin,BEN,2020-02-09,,,,0,,
Benin,BEN,2020-02-10,,,,0,,
Benin,BEN,2020-02-11,,,,0,,
Benin,BEN,2020-02-12,,,,0,,
Benin,BEN,2020-02-13,,,,0,,
Benin,BEN,2020-02-14,,,,0,,
Benin,BEN,2020-02-15,,,,0,,
Benin,BEN,2020-02-16,,,,0,,
Benin,BEN,2020-02-17,,,,0,,
Benin,BEN,2020-02-18,,,,0,,
Benin,BEN,2020-02-19,,,,0,,
Benin,BEN,2020-02-20,,,,0,,
Benin,BEN,2020-02-21,,,,0,,
Benin,BEN,2020-02-22,,,,0,,
Benin,BEN,2020-02-23,,,,0,,
Benin,BEN,2020-02-24,,,,0,,
Benin,BEN,2020-02-25,,,,0.491898098377855,,
Benin,BEN,2020-02-26,,,,1.16005739685104,,
Benin,BEN,2020-02-27,,,,2.05340438455053,,
Benin,BEN,2020-02-28,,,,3.25880285669109,,
Benin,BEN,2020-02-29,,,,4.81152048142663,,
Benin,BEN,2020-03-01,,,,6.25993780356646,,
Benin,BEN,2020-03-02,,,,8.00007306687978,,
Benin,BEN,2020-03-03,,,,10.0427405102394,,
Benin,BEN,2020-03-04,,,,12.3835676938356,,
Benin,BEN,2020-03-05,,,,14.9995574284355,,
Benin,BEN,2020-03-06,,,,17.8466880176791,,
Benin,BEN,2020-03-07,,,,20.8591942461915,,
Benin,BEN,2020-03-08,,,,23.9510691918704,,
Benin,BEN,2020-03-09,,,,27.0203468188751,,
Benin,BEN,2020-03-10,,,,29.9561797362855,,
Benin,BEN,2020-03-11,,,,32.6480696016601,,
Benin,BEN,2020-03-12,,,,34.9954636876991,,
Benin,BEN,2020-03-13,,,,36.916606722828,,
Benin,BEN,2020-03-14,,,0,38.3546878920466,,
Benin,BEN,2020-03-15,,,0.47,39.2806749428305,,
Benin,BEN,2020-03-16,,,0.72,39.6929322859563,,
Benin,BEN,2020-03-17,,,0.67,39.6146091759992,,
Benin,BEN,2020-03-18,,,0.8,39.089221980546,,
Benin,BEN,2020-03-19,0.33333,,1.1,38.1756376107936,,
Benin,BEN,2020-03-20,0.5,,1.18,36.9431673123355,,
Benin,BEN,2020-03-21,0.4,,1.09,35.4672805484523,,
Benin,BEN,2020-03-22,0.33333,,1.45,33.8255967079736,,
Benin,BEN,2020-03-23,0.28571,,1.81,32.0941865812473,,
Benin,BEN,2020-03-24,0.57143,,1.76,30.3436226611605,,
Benin,BEN,2020-03-25,0.57143,,2.18,28.6357728884005,,
Benin,BEN,2020-03-26,0.57143,,2.23,27.0216903547442,,
Benin,BEN,2020-03-27,0.57143,,2.58,25.5411966777115,,
Benin,BEN,2020-03-28,0.57143,,2.52,24.2239896689167,,
Benin,BEN,2020-03-29,0.57143,,3.02,23.0916486500997,,
Benin,BEN,2020-03-30,0.57143,,2.99,22.1599929996867,,
Benin,BEN,2020-03-31,0.14286,,3.9,21.4410109016973,,
Benin,BEN,2020-04-01,0.42857,,3.9,20.9438598095181,,
Benin,BEN,2020-04-02,1.14286,,4.5,20.6754566117827,,
Benin,BEN,2020-04-03,1,,4.65,20.6409649671784,,
Benin,BEN,2020-04-04,1.42857,,5.03,20.8435167136465,,
Benin,BEN,2020-04-05,1.42857,,5.03,21.2839106839034,,
Benin,BEN,2020-04-06,2.28571,,5.94,21.9600623039466,,
Benin,BEN,2020-04-07,2.85714,,6.46,22.8659062090743,,
Benin,BEN,2020-04-08,2.57143,,6.64,23.9900304451585,,
Benin,BEN,2020-04-09,1.85714,,7.63,25.3141644324621,,
Benin,BEN,2020-04-10,2.42857,,7.79,26.8117585631527,,
Benin,BEN,2020-04-11,2.71429,,7.99,28.4464354054279,,
Benin,BEN,2020-04-12,2.71429,,9.05,30.170872816701,,
Benin,BEN,2020-04-13,1.85714,,8.96,31.9267635973477,,
Benin,BEN,2020-04-14,1.28571,,9.52,33.6469106456451,,
Benin,BEN,2020-04-15,1.28571,,9.65,35.2590807434949,,
Benin,BEN,2020-04-16,1.28571,,10.4,36.6922543546776,,
Benin,BEN,2020-04-17,1,,10.48,37.8840970468337,,
Benin,BEN,2020-04-18,0.28571,,11.93,38.7871260502746,,
Benin,BEN,2020-04-19,0.28571,,12.3,39.3734852235413,,
Benin,BEN,2020-04-20,0.28571,,13.87,39.6370838363389,,
Benin,BEN,2020-04-21,2.71429,,14.78,39.5928136803765,,
Benin,BEN,2020-04-22,2.71429,,15.83,39.2733092658922,,
Benin,BEN,2020-04-23,2.71429,,16.84,38.7246179287995,,
Benin,BEN,2020-04-24,3,,18.9,38.000995072356,,
Benin,BEN,2020-04-25,3,,18.83,37.1602674628292,,
Benin,BEN,2020-04-26,3,,20.2,36.2605420158685,,
Benin,BEN,2020-04-27,3.85714,,23.54,35.3579435443157,,
Benin,BEN,2020-04-28,1.42857,,23.08,34.5052791480835,,
Benin,BEN,2020-04-29,1.42857,,25.24,33.7513666914292,,
Benin,BEN,2020-04-30,2.14286,,25.64,33.1407569374537,,
Benin,BEN,2020-05-01,3.71429,,28.03,32.7139113051938,,
Benin,BEN,2020-05-02,4.57143,,29.1,32.5083367465003,,
Benin,BEN,2020-05-03,4.57143,,29.46,32.5607065225667,,
Benin,BEN,2020-05-04,3.71429,,32.09,32.9096042208345,,
Benin,BEN,2020-05-05,4.57143,,34.57,33.598701100601,,
Benin,BEN,2020-05-06,4.57143,,35.28,34.6804231997701,,
Benin,BEN,2020-05-07,4.71429,,38.74,36.2198123227769,,
Benin,BEN,2020-05-08,8,,39.94,38.2983212037095,,
Benin,BEN,2020-05-09,21.71429,,43.24,41.0165407985682,,
Benin,BEN,2020-05-10,27.71429,,46.74,44.4970149448009,,
Benin,BEN,2020-05-11,32.71429,,47.77,48.8861469972268,,
Benin,BEN,2020-05-12,31.85714,,51.45,54.3552016492834,,
Benin,BEN,2020-05-13,33,,55.09,61.1002535524492,,
Benin,BEN,2020-05-14,32.14286,,57.7,69.3415161955477,,
Benin,BEN,2020-05-15,28.42857,,62.3,79.3193880076774,,
Benin,BEN,2020-05-16,13.85714,,64.74,91.2866989593553,,
Benin,BEN,2020-05-17,7.85714,,69.15,105.496253228777,,
Benin,BEN,2020-05-18,2.85714,,71.2,122.182190486419,,
Benin,BEN,2020-05-19,2.85714,,77.38,141.53513123981,,
Benin,BEN,2020-05-20,-28.14286,,81.99,163.671486803356,,
Benin,BEN,2020-05-21,-28.14286,,86.83,188.601140187176,,
Benin,BEN,2020-05-22,-29.14286,,90.84,216.200714325404,,
Benin,BEN,2020-05-23,-29.14286,,93.99,246.201082781003,,
Benin,BEN,2020-05-24,-29.14286,,99.57,278.192431951252,,
Benin,BEN,2020-05-25,-21.14286,,105.08,311.641941628123,,
Benin,BEN,2020-05-26,-21.14286,,109.53,345.925619388325,,
Benin,BEN,2020-05-27,11.14286,,115.86,380.363631926142,,
Benin,BEN,2020-05-28,11.42857,,119.86,414.251953313625,,
Benin,BEN,2020-05-29,10.71429,,123.86,446.885554971697,,
Benin,BEN,2020-05-30,12.71429,,130.92,477.577986801272,,
Benin,BEN,2020-05-31,13.85714,,134.56,505.681258784258,,
Benin,BEN,2020-06-01,5.85714,,141.29,530.608432504471,,
Benin,BEN,2020-06-02,7.42857,,148.64,551.868364902661,,
Benin,BEN,2020-06-03,5.14286,,154.42,569.108113298554,,
Benin,BEN,2020-06-04,4.85714,,158.94,582.151461330126,,
Benin,BEN,2020-06-05,7.28571,,167.06,591.022269846007,,
Benin,BEN,2020-06-06,5.28571,,175.05,595.943977406791,,13.8560048632548
Benin,BEN,2020-06-07,5.14286,,183.4,597.31077059679,,13.4606696646096
Benin,BEN,2020-06-08,5.14286,,195.34,595.639718597121,,13.4399827849716
Benin,BEN,2020-06-09,8.85714,,200.65,591.517000844055,,23.109801535388
Benin,BEN,2020-06-10,8.71429,,204.26,585.553836073277,,22.7013942197811
Benin,BEN,2020-06-11,8.71429,,207.36,578.360031826469,,22.6661891148554
Benin,BEN,2020-06-12,6.28571,,209.3,570.528780082718,,16.3254098321328
Benin,BEN,2020-06-13,18.14286,,212.07,562.625001686945,,47.0470219791527
Benin,BEN,2020-06-14,20.57143,,219.66,555.169952892025,,53.2620223601945
Benin,BEN,2020-06-15,28.85714,,222.99,548.614111813897,,74.6035436472656
Benin,BEN,2020-06-16,25.42857,,230.06,543.296664419901,,65.6433862425239
